"id","doc_number","text_start","text_end","file_name","path_name","old_file_name","topic_code","topic_number","line_number","new_line","users_id","created_at","updated_at","formula_master_pms_line_id"
"1709","MF2304004","-ความกว้าง 26.59 mm ± 0.53 mm\r\n-ความยาว 34.62 mm ± 0.69 mm\r\n-ความสูง 114.36 mm ± 2.28 mm","","-","-","-","FM","7","5","1","19","2023-04-06 04:42:24","2023-04-06 08:21:41","2042"
"1710","MF2304004","น้ำหนัก กล่อง 10 ชิ้น = 66.20 g.\r\nน้ำหนักเฉลี่ย 6.62 g./กล่อง ± 0.33 g.","","-","-","-","FM","7","6","0","19","2023-04-06 04:42:32","2023-04-06 04:42:32","2043"
"1711","MF2304004","ไม่มี","","-","-","-","FM","7","7","0","19","2023-04-06 04:42:38","2023-04-06 04:42:38","2044"
"1712","MF2304004","พิมพ์รายละเอียด้านหน้า ด้านหลัง และด้านข้างฝั่งขวา","","-","-","-","FM","7","8","0","19","2023-04-06 04:42:45","2023-04-06 04:42:45","2045"
"1713","MF2304004","•กล่องทรงสีเหลี่ยมผืนผ้า ทรงสูง\r\n•สีเขียวมิ้นท์ มีความทึบแสง\r\n•หน้ากล่องด้านหน้าจะมีชื่อ แบรนด์","รายละเอียดเป็นข้อความ สีขาว และ สีดำ","20230406_114511_1.1.jpg","20230406_114511_1.1.jpg","1.1.jpg","FM","10","1","0","19","2023-04-06 04:45:11","2023-04-06 08:20:35","2046"
"1714","MF2304004","•หน้ากล่องด้านบน ประกอบไปด้วย ชื่อแบรนด์","","20230406_114601_2.jpg","20230406_114601_2.jpg","2.jpg","FM","10","1","0","19","2023-04-06 04:46:01","2023-04-06 04:46:01","2046"
"1715","MF2304004","•กล่องด้านหลัง จะประกอบไปด้วย ชื่อแบรนด์ ,ส่วนประกอบและรายละเอียดเป็นข้อความ สีขาว และสีเขียวมิ้นท์ (ตรงคำว่า ด๊อกเตอร์คิม สกา เจล)","","20230406_151433_batch_1.1.1.jpg","20230406_151433_batch_1.1.1.jpg","batch_1.1.1.jpg","FM","10","1","1","19","2023-04-06 04:46:40","2023-04-06 08:20:41","2046"
"1717","MF2304004","-","","-","-","-","FM","10","2","0","19","2023-04-06 04:47:10","2023-04-06 08:16:09","2047"
"1718","MF2304004","•กล่องทรงสีเหลี่ยมผืนผ้า ทรงสูง\r\n•สีเขียวมิ้นท์ มีความทึบแสง\r\n•หน้ากล่องด้านหน้าจะมีชื่อ แบรนด์ , รายละเอียดเป็นข้อความ สีขาว และ สีดำ\r\n•หน้ากล่องด้านบน ประกอบไปด้วย ชื่อแบรนด์ \r\n•กล่องด้านหลัง จะประกอบไปด้วย ชื่อแบรนด์ ,ส่วนประกอบและรายละเอียดเป็นข้อความ สีขาว และสีเขียวมิ้นท์ (ตรงคำว่า ด๊อกเตอร์คิม สกา เจล)","","20230406_114740_5.jpg","20230406_114740_5.jpg","5.jpg","FM","10","3","0","19","2023-04-06 04:47:40","2023-04-06 08:20:46","2048"
"1719","MF2304004","ชริ้งฟิล์มที่กล่อง ด้วยเครื่องอุโมงค์ความร้อน","","-","-","-","FM","10","4","0","19","2023-04-06 04:47:57","2023-04-06 04:47:57","2049"
"1720","MF2304004","32.05 g. ± 1.60 g.","","-","-","-","FM","10","5","0","19","2023-04-06 04:48:10","2023-04-06 04:48:10","2050"
"1721","MF2304005","พลาสติก","","-","-","-","FM","7","1","0","19","2023-04-06 06:42:55","2023-04-06 06:42:55","2051"
"1722","MF2304005","-หลอดทรงสูง สีขาวทึบ\r\n-มีสกรีนสีเหลือง 1 ด้าน\r\nดังรูปภาพประกอบ","","20230406_134708_หลอด.jpg","20230406_134708_หลอด.jpg","หลอด.jpg","FM","7","2","0","19","2023-04-06 06:43:17","2023-04-06 06:47:08","2052"
"1723","MF2304005","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-04-06 06:47:23","2023-04-06 06:47:23","2053"
"1724","MF2304005","20 g.","","-","-","-","FM","7","4","0","19","2023-04-06 06:47:31","2023-04-06 06:47:31","2054"
"1725","MF2304005","-ความกว้างรอยซีล 33.94 mm ± 0.68 mm\r\n-ความกว้างตัวหลอด 23.43 mm ± 0.47 mm\r\n-ความกว้างคอหลอด 10.04 mm ± 0.20 mm","","-","-","-","FM","7","5","0","19","2023-04-06 06:47:45","2023-04-06 06:47:45","2055"
"1726","MF2304005","หาค่าเฉลี่ยหลอด 10 ชิ้น = 30.58 g.\r\nน้ำหนักเฉลี่ย 3.10 g./หลอด ± 0.06 g.","","-","-","-","FM","7","6","0","19","2023-04-06 06:47:53","2023-04-06 06:47:53","2056"
"1727","MF2304005","ไม่มี","","-","-","-","FM","7","7","0","19","2023-04-06 06:48:01","2023-04-06 06:48:01","2057"
"1728","MF2304005","มีสกรีนตัวหนังสือสีเหลืองด้านหน้า 1 ด้าน","","-","-","-","FM","7","8","0","19","2023-04-06 06:48:33","2023-04-06 06:48:33","2058"
"1729","MF2304005","พลาสติก","","-","-","-","FM","7","1","0","19","2023-04-06 06:48:43","2023-04-06 06:48:43","2059"
"1730","MF2304005","สีขาวทึบ\r\nดังรูปภาพประกอบ","","20230406_134903_จุกใน.jpg","20230406_134903_จุกใน.jpg","จุกใน.jpg","FM","7","2","0","19","2023-04-06 06:49:03","2023-04-06 06:49:03","2060"
"1731","MF2304005","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-04-06 06:49:09","2023-04-06 06:49:09","2061"
"1732","MF2304005","-","","-","-","-","FM","7","4","0","19","2023-04-06 06:49:16","2023-04-06 06:49:16","2062"
"1733","MF2304005","-ความยาวจุกใน 13.99 mm ± 0.28 mm\r\n-ความกว้างด้านล่าง 4.91 mm ± 0.10 mm\r\n-ความกว้างปลายจุกใน 3.90 mm ± 0.08 mm","","-","-","-","FM","7","5","0","19","2023-04-06 06:49:28","2023-04-06 06:49:28","2063"
"1734","MF2304005","หาค่าเฉลี่ยจุกใน 10 ชิ้น = 1.72 g.\r\nน้ำหนักเฉลี่ย 0.17 g./จุกใน ± 0.003 g.","","-","-","-","FM","7","6","0","19","2023-04-06 06:49:35","2023-04-06 06:49:35","2064"
"1735","MF2304005","ไม่มี","","-","-","-","FM","7","7","0","19","2023-04-06 06:49:41","2023-04-06 06:49:41","2065"
"1736","MF2304005","ไม่มี","","-","-","-","FM","7","8","0","19","2023-04-06 06:49:43","2023-04-06 06:49:43","2066"
"1737","MF2304005","พลาสติก","","-","-","-","FM","7","1","0","19","2023-04-06 06:49:52","2023-04-06 06:49:52","2067"
"1738","MF2304005","-ฝาทรงกลม สูง\r\n-ขอบสีเงิน ตัวฝาสีขาว ทึบแสง\r\nดังรูปภาพประกอบ","","20230406_135012_ฝาหมุน.jpg","20230406_135012_ฝาหมุน.jpg","ฝาหมุน.jpg","FM","7","2","0","19","2023-04-06 06:50:12","2023-04-06 06:50:12","2068"
"1739","MF2304005","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-04-06 06:50:20","2023-04-06 06:50:20","2069"
"1740","MF2304005","-","","-","-","-","FM","7","4","0","19","2023-04-06 06:50:25","2023-04-06 06:50:25","2070"
"1741","MF2304005","-ความกว้างฝา 16.10 mm ± 0.32 mm\r\n-ความสูงฝา 25.92 mm ± 0.52 mm","","-","-","-","FM","7","5","0","19","2023-04-06 06:50:37","2023-04-06 06:50:37","2071"
"1742","MF2304005","หาค่าเฉลี่ยฝาครอบ 10 ชิ้น = 21.58 g.\r\nน้ำหนักเฉลี่ย 2.16 g./ฝาครอบ ± 0.04 g.","","-","-","-","FM","7","6","0","19","2023-04-06 06:50:48","2023-04-06 06:50:48","2072"
"1743","MF2304005","ไม่มี","","-","-","-","FM","7","7","0","19","2023-04-06 06:50:55","2023-04-06 06:50:55","2073"
"1744","MF2304005","ไม่มี","","-","-","-","FM","7","8","0","19","2023-04-06 06:51:01","2023-04-06 06:51:01","2074"
"1745","MF2304005","กระดาษ","","-","-","-","FM","7","1","0","19","2023-04-06 06:51:11","2023-04-06 06:51:11","2075"
"1746","MF2304005","-กล่องเปิดปิด สีเหลี่ยม ทรงสูง\r\n-สีเหลืองด้าน\r\nดังรูปภาพประกอบ","","20230406_135135_collage.jpg","20230406_135135_collage.jpg","collage.jpg","FM","7","2","0","19","2023-04-06 06:51:35","2023-04-06 06:51:35","2076"
"1747","MF2304005","เรียบเนียน มีความด้านของกล่อง","","-","-","-","FM","7","3","0","19","2023-04-06 06:51:42","2023-04-06 06:51:42","2077"
"1748","MF2304005","-","","-","-","-","FM","7","4","0","19","2023-04-06 06:52:08","2023-04-06 06:52:08","2078"
"1749","MF2304005","-ความกว้าง 26.22 mm ± 0.52 mm\r\n-ความยาว 34.18 mm ± 0.68 mm\r\n-ความสูง 113.55 mm ± 2.27 mm","","-","-","-","FM","7","5","0","19","2023-04-06 06:52:19","2023-04-06 06:52:19","2079"
"1750","MF2304005","หาค่าเฉลี่ยกระปุก 10 ชิ้น = 66.12 g.\r\nน้ำหนักเฉลี่ย 6.61 g./กล่อง ± 0.13 g.","","-","-","-","FM","7","6","0","19","2023-04-06 06:53:17","2023-04-06 06:53:17","2080"
"1751","MF2304005","ไม่มี","","-","-","-","FM","7","7","0","19","2023-04-06 06:53:24","2023-04-06 06:53:24","2081"
"1752","MF2304005","ตัวพิมพ์ตัวอักษรสีขาว และจุดสีเขียว","","-","-","-","FM","7","8","0","19","2023-04-06 06:53:33","2023-04-06 06:53:33","2082"
"1753","MF2304005","-กล่องเปิดปิด สีเหลี่ยม ทรงสูง สีเหลืองด้าน\r\n-ฝาทรงกลม สูง ขอบสีเงิน ตัวฝาสีขาว ทึบแสง\r\n-หลอดทรงสูง สีขาวทึบ มีสรีนสีเหลือง 1 ด้าน\r\n ดังรูปภาพประกอบ","","20230406_140215_batch_collage1.jpg","20230406_140215_batch_collage1.jpg","batch_collage1.jpg","FM","10","1","0","19","2023-04-06 07:02:15","2023-04-06 07:02:15","2083"
"1754","MF2304005","ไม่มี","","-","-","-","FM","10","2","0","19","2023-04-06 07:02:34","2023-06-29 04:32:46","2084"
"1755","MF2304005","","","20230629_113144_กล่อง1.jpg","20230629_113144_กล่อง1.jpg","กล่อง1.jpg","FM","10","3","0","19","2023-04-06 07:02:46","2023-06-29 04:31:44","2085"
"1756","MF2304005","ชริ้งฟิล์มที่กล่อง ด้วยเครื่องอุโมงค์ความร้อน","","-","-","-","FM","10","4","0","19","2023-04-06 07:03:02","2023-04-06 07:03:02","2086"
"1757","MF2304005","32.10 g. ± 1.61 g.","","-","-","-","FM","10","5","0","19","2023-04-06 07:03:14","2023-04-06 07:03:14","2087"
"1759","MF2304008","ซอง","","-","-","-","FM","7","1","0","19","2023-04-17 02:57:02","2023-04-17 02:57:02","2096"
"1760","MF2304008","-ซองอลูมิเนียม ซีล 3 ด้าน\r\n-ซองสีขาวทึบแสง เงา พิมพ์ 2 ด้าน\r\nดังรูปภาพประกอบ","","20230417_095910_ซอง.jpg","20230417_095910_ซอง.jpg","ซอง.jpg","FM","7","2","0","19","2023-04-17 02:59:10","2023-04-17 02:59:10","2097"
"1761","MF2304008","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-04-17 02:59:22","2023-04-17 02:59:22","2098"
"1762","MF2304008","3 g.","","-","-","-","FM","7","4","0","19","2023-04-17 02:59:29","2023-04-17 02:59:29","2099"
"1763","MF2304008","-ความกว้าง 69.48 mm ± 1.39 mm\r\n-ความสูง 99.47 mm ± 1.99 mm","","-","-","-","FM","7","5","0","19","2023-04-17 02:59:40","2023-04-17 02:59:40","2100"
"1764","MF2304008","ซอง 10 ชิ้น = 15.9 g.\r\nน้ำหนักเฉลี่ย 1.56 g./ซอง ± 0.08 g.","","-","-","-","FM","7","6","0","19","2023-04-17 02:59:48","2023-04-17 02:59:48","2101"
"1765","MF2304008","ไม่มี","","-","-","-","FM","7","7","0","19","2023-04-17 02:59:54","2023-04-17 02:59:54","2102"
"1766","MF2304008","พิมพ์รายละเอียดด้านหน้าและด้านหลัง","","-","-","-","FM","7","8","0","19","2023-04-17 03:00:02","2023-04-17 03:00:02","2103"
"1767","MF2304008","•ซองอลูมิเนียม ซีล 3 ด้าน\r\n•ซองสีขาวทึบแสง เงา พิมพ์ 2 ด้าน\r\nดังรูปภาพประกอบ","","20230417_100201_ซอง.jpg","20230417_100201_ซอง.jpg","ซอง.jpg","FM","10","1","0","19","2023-04-17 03:02:01","2023-04-17 03:02:01","2104"
"1768","MF2304008","เรียบเนียน","","-","-","-","FM","10","2","0","19","2023-04-17 03:02:12","2023-04-17 03:02:12","2105"
"1769","MF2304008","-","","-","-","-","FM","10","3","0","19","2023-04-17 03:02:36","2023-04-17 03:02:36","2106"
"1770","MF2304008","ซีลปิดปากซอง ด้านล่างซอง  (ระวังอย่าให้ย่น)","","-","-","-","FM","10","4","0","19","2023-04-17 03:02:39","2023-04-17 03:02:39","2107"
"1771","MF2304008","4.56 g. ± 0.23 g.","","-","-","-","FM","10","5","0","19","2023-04-17 03:02:53","2023-04-17 03:02:53","2108"
"1772","MF2305001","•กล่องสีเหลี่ยมจัตุรัส ทรงสูง\r\n•มีลวดลายรอบกล่อง\r\n•หน้ากล่องด้านหน้าจะมีชื่อ แบรนด์","รายละเอียดเป็นข้อความ สีเขียว และรูปภาพ","20230508_114826_10.1.jpg","20230508_114826_10.1.jpg","10.1.jpg","FM","10","1","0","19","2023-05-08 04:48:26","2023-05-08 04:48:26","2109"
"1773","MF2305001","•กล่องด้านซ้าย ตรงกับด้านหน้ากล่อง จะประกอบไปด้วย Logo และรายละเอียดเป็นข้อความ สีเขียว และรูปภาพ\r\n•หน้ากล่องด้านบน จะมี Logo Dr.Jel Honey Moon.\r\n•กล่องด้านหลัง จะประกอบไปด้วย Logo , ส่วนประกอบ และรายละเอียดเป็นข้อความ สีเขียว และรูปภาพ\r\nดังรูปภาพประกอบ","ด้านหน้ากล่อง","20240118_132530_10.2.jpg","20240118_132530_10.2.jpg","10.2.jpg","FM","10","1","0","19","2023-05-08 04:49:15","2024-01-18 06:25:31","2109"
"1774","MF2305001","ติดฉลาก ด้านหน้า\r\n•ฉลากทรงสีเหลี่ยมผืนผ้า \r\n•มี Logo และรายละเอียดเป็นข้อความ สีเขียว และรูปภาพ\r\nดังรูปภาพประกอบ","","20240118_132553_7.4.jpg","20240118_132553_7.4.jpg","7.4.jpg","FM","10","2","0","19","2023-05-08 04:54:40","2024-01-18 06:25:53","2110"
"1776","MF2305001","•กล่องสีเหลี่ยมจัตุรัส ทรงสูง\r\n•มีลวดลายรอบกล่อง\r\n•หน้ากล่องด้านหน้าจะมีชื่อ แบรนด์","รายละเอียดเป็นข้อความ สีเขียว และรูปภาพ","20230508_115521_10.1.jpg","20230508_115521_10.1.jpg","10.1.jpg","FM","10","3","0","19","2023-05-08 04:55:21","2023-05-08 04:55:21","2111"
"1777","MF2305001","•กล่องด้านซ้าย ตรงกับด้านหน้ากล่อง จะประกอบไปด้วย Logo และรายละเอียดเป็นข้อความ สีเขียว และรูปภาพ\r\n•หน้ากล่องด้านบน จะมี Logo Dr.Jel Honey Moon.\r\n•กล่องด้านหลัง จะประกอบไปด้วย Logo , ส่วนประกอบ และรายละเอียดเป็นข้อความ สีเขียว และรูปภาพ","","20240118_132651_10.6.jpg","20240118_132651_10.6.jpg","10.6.jpg","FM","10","3","0","19","2023-05-08 04:56:19","2024-01-18 06:26:51","2111"
"1778","MF2305001","ชริ้งฟิล์มที่กล่อง ด้วยเครื่องอุโมงค์ความร้อน","","-","-","-","FM","10","4","0","19","2023-05-08 04:56:31","2023-05-08 04:56:31","2112"
"1779","MF2305001","150.10 g. ± 7.50 g.","","-","-","-","FM","10","5","0","19","2023-05-08 04:56:37","2023-05-08 04:56:37","2113"
"1780","MF2305001","ขวด","","-","-","-","FM","7","1","0","19","2023-05-08 04:58:52","2023-05-08 04:58:52","2114"
"1781","MF2305001","ขวดกลม ทรงสูงสีเขียว โปร่งแสง","","20240118_132400_7.1.jpg","20240118_132400_7.1.jpg","7.1.jpg","FM","7","2","0","19","2023-05-08 04:59:24","2024-01-18 06:30:35","2115"
"1782","MF2305001","เรียบเนียน มีความด้าน","","-","-","-","FM","7","3","0","19","2023-05-08 04:59:33","2023-05-08 04:59:33","2116"
"1783","MF2305001","100 g.","","-","-","-","FM","7","4","0","19","2023-05-08 04:59:39","2023-05-08 04:59:39","2117"
"1784","MF2305001","-ความกว้างคอขวด 19.35 mm ± 0.39 mm\r\n-เส้นผ่านศูนย์กลางตัวขวด 42.65 mm ± 0.85 mm\r\n-ความสูง 100.78 mm ± 2.02 mm","","-","-","-","FM","7","5","0","19","2023-05-08 04:59:49","2023-05-08 04:59:49","2118"
"1785","MF2305001","หาค่าเฉลี่ย ขวด 10 ชิ้น = 220.57 g.\r\nน้ำหนักเฉลี่ย 22.06 g./ขวด ± 1.10 g.","","-","-","-","FM","7","6","0","19","2023-05-08 04:59:57","2023-05-08 04:59:57","2119"
"1786","MF2305001","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-08 05:00:03","2023-05-08 05:00:03","2120"
"1787","MF2305001","ไม่มี","","-","-","-","FM","7","8","0","19","2023-05-08 05:00:05","2023-05-08 05:00:05","2121"
"1788","MF2305001","ชุดหัวปั้ม","","-","-","-","FM","7","1","0","19","2023-05-08 06:01:43","2023-05-08 06:01:43","2122"
"1789","MF2305001","หัวปั้มสีขาวนม คอไม้ ทึบแสง\r\nดังรูปภาพประกอบ","","20240118_132414_7.2.jpg","20240118_132414_7.2.jpg","7.2.jpg","FM","7","2","0","19","2023-05-08 06:02:45","2024-01-18 06:24:14","2123"
"1790","MF2305001","เรียบเนียน มีความด้าน","","-","-","-","FM","7","3","0","19","2023-05-08 06:02:52","2023-05-08 06:02:52","2124"
"1791","MF2305001","-","","-","-","-","FM","7","4","0","19","2023-05-08 06:03:00","2023-05-08 06:03:00","2125"
"1792","MF2305001","-ความกว้างหัวปั้ม 15.31 mm ± 0.31 mm\r\n-ความกว้างขอบคอ 39.97 mm ± 0.80 mm\r\n-ความสูง 44.04 mm ± 0.88 mm","","-","-","-","FM","7","5","0","19","2023-05-08 06:03:07","2023-05-08 06:03:07","2126"
"1793","MF2305001","หาค่าเฉลี่ย ชุดหัวปั้ม 10 ชิ้น = 101.52 g.\r\nน้ำหนักเฉลี่ย 10.15 g./ชุด ± 0.51 g.","","-","-","-","FM","7","6","0","19","2023-05-08 06:03:24","2023-05-08 06:03:24","2127"
"1794","MF2305001","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-08 06:03:40","2023-05-08 06:03:40","2128"
"1795","MF2305001","ไม่มี","","-","-","-","FM","7","8","0","19","2023-05-08 06:03:43","2023-05-08 06:03:43","2129"
"1796","MF2305001","ฝา","","-","-","-","FM","7","1","0","19","2023-05-08 06:03:59","2023-05-08 06:03:59","2130"
"1797","MF2305001","ฝาใส โปร่งแสง\r\nดังรูปภาพประกอบ","","20240118_132433_7.3.1-side.jpg","20240118_132433_7.3.1-side.jpg","7.3.1-side.jpg","FM","7","2","0","19","2023-05-08 06:04:38","2024-01-18 06:24:33","2131"
"1798","MF2305001","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-05-08 06:04:46","2023-05-08 06:04:46","2132"
"1799","MF2305001","-","","-","-","-","FM","7","4","0","19","2023-05-08 06:04:53","2023-05-08 06:04:53","2133"
"1800","MF2305001","-เส้นผ่านศูนย์กลางส่วนที่กว้างที่สุด 34.36 mm ± 0.69 mm\r\n-ความสูง 25.87 mm ± 0.52 mm","","-","-","-","FM","7","5","0","19","2023-05-08 06:05:06","2023-05-08 06:05:06","2134"
"1801","MF2305001","หาค่าเฉลี่ย ฝา 10 ชิ้น = 64.4 g.\r\nน้ำหนักเฉลี่ย 6.44 g./ฝา ± 0.32 g.","","-","-","-","FM","7","6","0","19","2023-05-08 06:05:15","2023-05-08 06:05:15","2135"
"1802","MF2305001","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-08 06:05:20","2023-05-08 06:05:20","2136"
"1803","MF2305001","ไม่มี","","-","-","-","FM","7","8","0","19","2023-05-08 06:05:23","2023-05-08 06:05:23","2137"
"1804","MF2305001","ฉลาก","","-","-","-","FM","7","1","0","19","2023-05-08 06:08:43","2023-05-08 06:08:43","2138"
"1805","MF2305001","สี่เหลี่ยม ขอบมน สีเหลืองครีม ทึบแสง\r\nดังรูปภาพประกอบ","","20240118_132446_7.4.jpg","20240118_132446_7.4.jpg","7.4.jpg","FM","7","2","0","19","2023-05-08 06:09:04","2024-01-18 06:24:46","2139"
"1806","MF2305001","เรียบเนียน มีความเงาลื่นเฉพาะจุด","","-","-","-","FM","7","3","0","19","2023-05-08 06:09:12","2023-05-08 06:09:12","2140"
"1807","MF2305001","-","","-","-","-","FM","7","4","0","19","2023-05-08 06:09:21","2023-05-08 06:09:21","2141"
"1808","MF2305001","-ความกว้าง 33.00 mm ± 0.66 mm\r\n-ความยาว 74.00 mm ± 1.48 mm","","-","-","-","FM","7","5","0","19","2023-05-08 06:09:29","2023-05-08 06:09:29","2142"
"1809","MF2305001","หาค่าเฉลี่ย ฉลาก 10 ชิ้น = 2.26 g.\r\nน้ำหนักเฉลี่ย 0.23 g./ฉลาก ± 0.01 g.","","-","-","-","FM","7","6","0","19","2023-05-08 06:09:36","2023-05-08 06:09:36","2143"
"1810","MF2305001","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-08 06:09:45","2023-05-08 06:09:45","2144"
"1811","MF2305001","พิมพ์ตัวอักษรและรูปภาพ","","-","-","-","FM","7","8","0","19","2023-05-08 06:10:41","2023-05-08 06:10:41","2145"
"1812","MF2305001","กล่อง","","-","-","-","FM","7","1","0","19","2023-05-08 06:11:01","2023-05-08 06:11:01","2146"
"1813","MF2305001","-กล่องสี่เหลี่ยม พื้นครีม \r\n-มีความเงาบริเวณรูปน้ำผึ้ง เจาะหน้าต่าง ด้านหน้ากล่อง","","20230508_131247_7.5.jpg","20230508_131247_7.5.jpg","7.5.jpg","FM","7","2","0","19","2023-05-08 06:12:47","2024-01-18 06:25:10","2147"
"1814","MF2305001","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-05-08 06:12:56","2023-05-08 06:12:56","2148"
"1815","MF2305001","-","","-","-","-","FM","7","4","0","19","2023-05-08 06:13:02","2023-05-08 06:13:02","2149"
"1816","MF2305001","-ความกว้าง 46.34 mm ± 0.93 mm\r\n-ความยาว 46.79 mm ± 0.94 mm\r\n-ความสูง 130.18 mm ± 2.60 mm","","-","-","-","FM","7","5","0","19","2023-05-08 06:13:09","2023-05-08 06:13:09","2150"
"1817","MF2305001","หาค่าเฉลี่ย กล่อง 10 ชิ้น = 104.62 g.\r\nน้ำหนักเฉลี่ย 10.46 g./กล่อง ± 0.52 g.","","-","-","-","FM","7","6","0","19","2023-05-08 06:13:19","2023-05-08 06:13:19","2151"
"1818","MF2305001","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-08 06:13:25","2023-05-08 06:13:25","2152"
"1819","MF2305001","พิมพ์ตัวอักษร และ รูปภาพ","","-","-","-","FM","7","8","0","19","2023-05-08 06:13:32","2023-05-08 06:20:50","2153"
"1820","MF2304009","ขวด","","-","-","-","FM","7","1","0","19","2023-05-10 09:51:53","2023-05-10 09:51:53","2154"
"1821","MF2304009","ขวดกลมทรงสูง สีขาม ทึบแสง\r\nดังรูปภาพประกอบ","","20230510_165243_ขวด.jpg","20230510_165243_ขวด.jpg","ขวด.jpg","FM","7","2","0","19","2023-05-10 09:52:43","2023-05-10 09:52:43","2155"
"1822","MF2304009","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-05-10 09:52:54","2023-05-10 09:52:54","2156"
"1823","MF2304009","100 g.","","-","-","-","FM","7","4","0","19","2023-05-10 09:52:59","2023-05-10 09:52:59","2157"
"1824","MF2304009","-ความกว้างปากขวด 23.53 mm ± 0.47 mm\r\n-ความกว้างคอขวด 28.96 mm ± 0.58 mm\r\n-ความกว้างขวด 32.83 mm ± 0.66 mm\r\n-ความสูง 132.73 mm ± 2.65 mm","","-","-","-","FM","7","5","0","19","2023-05-10 09:53:22","2023-05-10 09:53:22","2158"
"1825","MF2304009","น้ำหนัก ขวด 10 ชิ้น = 160.40 g.\r\nน้ำหนักเฉลี่ย 16.04 g./ชิ้น ± 0.80 g.","","-","-","-","FM","7","6","0","19","2023-05-10 09:53:32","2023-05-10 09:53:32","2159"
"1826","MF2304009","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-10 09:53:40","2023-05-10 09:53:40","2160"
"1827","MF2304009","ไม่มี","","-","-","-","FM","7","8","0","19","2023-05-10 09:53:46","2023-05-10 09:53:46","2161"
"1828","MF2304009","หัวปั๊ม","","-","-","-","FM","7","1","0","19","2023-05-10 09:54:12","2023-05-10 09:54:12","2162"
"1829","MF2304009","หัวปั๊มสีขาว ทึบแสง พร้อมสายดูดเคมี\r\nดังรูปภาพประกอบ","","20230510_165453_หัวปั๊ม.jpg","20230510_165453_หัวปั๊ม.jpg","หัวปั๊ม.jpg","FM","7","2","0","19","2023-05-10 09:54:53","2023-05-10 09:54:53","2163"
"1830","MF2304009","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-05-10 09:55:01","2023-05-10 09:55:01","2164"
"1831","MF2304009","-","","-","-","-","FM","7","4","0","19","2023-05-10 09:55:09","2023-05-10 09:55:09","2165"
"1832","MF2304009","-ความกว้างปาก 18.19 mm ± 0.36 mm\r\n-ความกว้างคอบนหัวปั้ม 24.70 mm ± 0.49 mm\r\n-ความกว้างคอล่างหัวปั้ม 27.42 mm ± 0.55 mm\r\n-ความสูงหัวปั้ม 40.48 mm ± 0.81 mm\r\n-ความสูงรวมสายดูดเคมี 153.95 mm ± 3.08 mm","","-","-","-","FM","7","5","0","19","2023-05-10 09:55:24","2023-05-10 09:55:24","2166"
"1833","MF2304009","น้ำหนัก หัวปั้ม 10 ชิ้น = 81.4 g.\r\nน้ำหนักเฉลี่ย 8.14 g./ชิ้น ± 0.41 g.","","-","-","-","FM","7","6","0","19","2023-05-10 09:55:32","2023-05-10 09:55:32","2167"
"1834","MF2304009","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-10 09:55:39","2023-05-10 09:55:39","2168"
"1835","MF2304009","ไม่มี","","-","-","-","FM","7","8","0","19","2023-05-10 09:55:43","2023-05-10 09:55:43","2169"
"1836","MF2304009","ฝา","","-","-","-","FM","7","1","0","19","2023-05-10 09:56:06","2023-05-10 09:56:06","2170"
"1837","MF2304009","ฝากลมทรงสูง สีขาวนม ทึบแสง\r\nดังรูปภาพประกอบ","","20230510_165659_ฝา.jpg","20230510_165659_ฝา.jpg","ฝา.jpg","FM","7","2","0","19","2023-05-10 09:56:59","2023-05-10 09:56:59","2171"
"1838","MF2304009","เรียบเนียน","","-","-","-","FM","7","3","0","19","2023-05-10 09:57:08","2023-05-10 09:57:08","2172"
"1839","MF2304009","-","","-","-","-","FM","7","4","0","19","2023-05-10 09:58:02","2023-05-10 09:58:02","2173"
"1840","MF2304009","-เส้นผ่านศูนย์กลาง 31.89 mm ± 0.64 mm\r\n-ความสูง 50.12 mm ± 1.00 mm","","-","-","-","FM","7","5","0","19","2023-05-10 09:58:11","2023-05-10 09:58:11","2174"
"1841","MF2304009","น้ำหนัก ฝา 10 ชิ้น = 96.40 g.\r\nน้ำหนักเฉลี่ย 9.64 g./ชิ้น ± 0.48 g.","","-","-","-","FM","7","6","0","19","2023-05-10 09:58:31","2023-05-10 09:58:31","2175"
"1842","MF2304009","ไม่มี","","-","-","-","FM","7","7","0","19","2023-05-10 09:58:42","2023-05-10 09:58:42","2176"
"1843","MF2304009","ไม่มี","","-","-","-","FM","7","8","0","19","2023-05-10 09:58:46","2023-05-10 09:58:46","2177"
