"id","formula_masters_id","sline_id","sob_master_id","step_number","parent","bmr_show","sub_line_number","step_type","test_method","text_detail","specification","created_at","updated_at"
"1367","MF2303002","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ในถัง: สีส้มน้ำตาลอ่อน ในขวด: ไม่มีสีสีเหลืองอ่อน","","2023-03-03 09:46:12"
"1368","MF2303002","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-03 09:46:16"
"1369","MF2303002","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2023-03-03 09:46:24"
"1370","MF2303002","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อสัมผัสเหมือนน้ำ","","2023-03-03 09:46:28"
"1371","MF2303002","8","SOB001","4","","1","4","0","กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","5-6","","2023-03-03 09:46:32"
"1372","MF2303002","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1373","MF2303002","10","SOB001","6","","0","6","0","กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","0.852","","2023-03-03 09:46:40"
"1374","MF2303002","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1379","MF2303003","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","ของเหลว","","2023-03-10 05:55:32"
"1380","MF2303003","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"1381","MF2303003","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2023-03-10 05:55:34"
"1382","MF2303003","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1383","MF2303003","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-10 05:55:38"
"1384","MF2303003","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2023-03-10 05:57:38"
"1385","MF2303003","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"1386","MF2303003","8","SOB001","4","","1","4","0","เครื่องวัดค่าความเป็นกรด-ด่าง (pH Meter)","ความเป็นกรด-เบส (pH)","3.5-4.5","","2023-03-14 07:43:09"
"1387","MF2303003","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1388","MF2303003","10","SOB001","6","","0","6","0","Specific Gravity Cup","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1","","2023-03-13 03:47:47"
"1389","MF2303003","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1394","MF2303004","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2023-03-11 07:44:44"
"1395","MF2303004","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2023-03-11 07:44:50"
"1396","MF2303004","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2023-03-11 07:44:54"
"1397","MF2303004","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2023-03-11 07:45:53"
"1398","MF2303004","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-11 07:45:54"
"1399","MF2303004","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2023-03-11 07:46:03"
"1400","MF2303004","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อครีมหนืด เกลี่ยง่าย","","2023-03-11 07:46:15"
"1401","MF2303004","8","SOB001","4","","1","4","0","เครื่องวัดค่าความเป็นกรด-ด่าง (pH Meter)","ความเป็นกรด-เบส (pH)","3.50-4.00","","2023-03-13 03:16:45"
"1402","MF2303004","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Overnight, Rotors 4, 6 rpm 34,532 - 51,799 mPa.s","","2023-03-11 07:47:58"
"1403","MF2303004","10","SOB001","6","","0","6","0","Specific Gravity Cup","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.00","","2023-03-13 03:16:57"
"1404","MF2303004","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","95.00","","2023-03-11 07:48:08"
"1409","MF2303005","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เซรั่ม","",""
"1410","MF2303005","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"1411","MF2303005","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","","",""
"1412","MF2303005","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1413","MF2303005","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","","",""
"1414","MF2303005","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"1415","MF2303005","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"1416","MF2303005","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)  - เครื่องวัดความเป็นกรด-ด่าง (pH Meter)","ความเป็นกรด-เบส (pH)","-","",""
"1417","MF2303005","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1418","MF2303005","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)  - Specific Gravity Cup","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"1419","MF2303005","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1424","MF2303006","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","น้ำใส","","2023-03-13 05:01:00"
"1425","MF2303006","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"1426","MF2303006","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2023-03-13 05:01:01"
"1427","MF2303006","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1428","MF2303006","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-13 05:01:04"
"1429","MF2303006","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2023-03-13 05:01:11"
"1430","MF2303006","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เหมือนทาน้ำ","","2023-03-13 05:01:16"
"1431","MF2303006","8","SOB001","4","","1","4","0","เครื่องวัดความเป็นกรด-ด่าง (pH Meter)","ความเป็นกรด-เบส (pH)","5.00-6.00","","2023-03-13 06:37:06"
"1432","MF2303006","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1433","MF2303006","10","SOB001","6","","0","6","0","Specific Gravity Cup","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","","2023-03-13 06:36:52"
"1434","MF2303006","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1439","MF2303007","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","ครีมเจล","","2023-03-15 04:08:46"
"1440","MF2303007","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2023-03-15 04:09:01"
"1441","MF2303007","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2023-03-15 04:09:03"
"1442","MF2303007","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ขาว","","2023-03-15 04:09:18"
"1443","MF2303007","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-15 04:09:18"
"1444","MF2303007","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","RCF00016 (Natural Naomi)","","2023-03-15 04:09:26"
"1445","MF2303007","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","บางเบา ซึมไว","","2023-03-15 04:09:31"
"1446","MF2303007","8","SOB001","4","","1","4","0","เครื่องวัดค่าความเป็นกรด-ด่าง (pH Meter)","ความเป็นกรด-เบส (pH)","5.0-6.0","","2023-03-15 04:10:29"
"1447","MF2303007","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1448","MF2303007","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"1449","MF2303007","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1454","MF2303008","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2023-03-17 06:31:09"
"1455","MF2303008","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2023-03-17 06:31:24"
"1456","MF2303008","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2023-03-17 06:31:26"
"1457","MF2303008","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2023-03-17 06:31:31"
"1458","MF2303008","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-17 06:31:36"
"1459","MF2303008","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"1460","MF2303008","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อสัมผัสเหมือนน้ำ","","2023-03-17 06:31:41"
"1461","MF2303008","8","SOB001","4","","1","4","0","กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)/เครื่องวัดค่าความเป็นกรด-ด่าง (pH Meter)","ความเป็นกรด-เบส (pH)","5-6","","2023-03-18 04:11:12"
"1462","MF2303008","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","12,946-15,491 mPa.s Angle 61.8-73.9 % (Rotor 4, Revs 30 rpm)","","2023-03-17 06:31:54"
"1463","MF2303008","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","0.976","","2023-03-17 06:31:58"
"1464","MF2303008","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","98.70 kg.","","2023-07-25 07:14:32"
"1469","MF2303009","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","น้ำมัน","","2023-03-20 04:58:03"
"1470","MF2303009","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"1471","MF2303009","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2023-03-20 04:58:21"
"1472","MF2303009","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1473","MF2303009","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-20 04:58:25"
"1474","MF2303009","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"1475","MF2303009","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่นเหมือนน้ำมัน","","2023-03-20 04:58:41"
"1476","MF2303009","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","",""
"1477","MF2303009","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1478","MF2303009","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","0.83","","2023-03-20 04:58:52"
"1479","MF2303009","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1484","MF2303010","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","ของเหลวเหมือนน้ำ","","2023-03-20 06:37:02"
"1485","MF2303010","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"1486","MF2303010","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2023-03-20 06:37:07"
"1487","MF2303010","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ในถัง: สีส้มน้ำตาลอ่อน ในขวด: ไม่มีสี","","2023-03-20 06:37:16"
"1488","MF2303010","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-20 06:37:18"
"1489","MF2303010","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2023-03-20 06:37:28"
"1490","MF2303010","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อสัมผัสเหมือนน้ำ","","2023-03-20 06:37:34"
"1491","MF2303010","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","8-9","","2023-07-11 03:41:09"
"1492","MF2303010","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1493","MF2303010","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","0.852","","2023-03-20 06:37:58"
"1494","MF2303010","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","98.00 kg.","","2023-07-11 02:10:09"
"1499","MF2303011","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2023-03-20 08:40:20"
"1500","MF2303011","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2023-03-20 08:40:26"
"1501","MF2303011","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2023-03-20 08:40:27"
"1502","MF2303011","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2023-03-20 08:40:36"
"1503","MF2303011","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-20 08:40:38"
"1504","MF2303011","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่น RCF00045 น้ำนมข้าว","","2023-03-20 08:40:45"
"1505","MF2303011","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อครีมเกลี่ยง่าย ซึมไว","","2023-03-20 08:40:56"
"1506","MF2303011","8","SOB001","4","","1","4","0","- pH Meter","ความเป็นกรด-เบส (pH)","6.5-7.5","","2023-10-26 04:18:37"
"1507","MF2303011","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor 4, 6 rpm; 89,910 - 119,880 mPa.s","","2023-10-26 04:17:14"
"1508","MF2303011","10","SOB001","6","","0","6","0","- Gravimetric cup","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","","2023-10-26 04:19:15"
"1509","MF2303011","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1514","MF2303012","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เจล ใส ไม่มีสี กลิ่นเฉพาะตัว","","2023-03-24 03:17:51"
"1515","MF2303012","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2023-03-24 03:29:02"
"1516","MF2303012","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2023-03-24 03:29:03"
"1517","MF2303012","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1518","MF2303012","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-24 03:29:10"
"1519","MF2303012","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2023-03-24 03:29:28"
"1520","MF2303012","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อเจล เบา แห้งเร็ว","","2023-03-24 03:29:35"
"1521","MF2303012","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","5-6","","2023-03-24 03:29:47"
"1522","MF2303012","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1523","MF2303012","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","0.96","","2023-03-24 03:30:12"
"1524","MF2303012","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1529","MF2303013","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีมเจล","","2023-03-24 06:14:48"
"1530","MF2303013","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2023-03-24 06:14:52"
"1531","MF2303013","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2023-03-24 06:14:54"
"1532","MF2303013","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ขาว","","2023-03-24 06:15:01"
"1533","MF2303013","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-24 06:15:02"
"1534","MF2303013","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่น Berry Fruit One GT NSO2774 (RCF00030)","","2023-03-24 06:15:22"
"1535","MF2303013","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เกลี่ยง่าย ชุ่มชื้น บางเบา","","2023-03-24 06:15:27"
"1536","MF2303013","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","5-6","","2023-03-24 06:15:33"
"1537","MF2303013","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","99,626.67 mPa.s ±5% (≥94,600) At 6 rpm, R4","","2023-03-24 06:15:44"
"1538","MF2303013","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.025","","2023-03-24 06:15:57"
"1539","MF2303013","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1544","MF2303014","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เจล ใส","","2023-03-27 04:06:33"
"1545","MF2303014","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"1546","MF2303014","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2023-03-27 04:06:35"
"1547","MF2303014","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1548","MF2303014","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-27 04:06:38"
"1549","MF2303014","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"1550","MF2303014","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น ชุ่มชื้น เหมือนทาน้ำ","","2023-03-27 04:06:49"
"1551","MF2303014","8","SOB001","4","","1","4","0","-เครื่องวัด pH (pH Meter)","ความเป็นกรด-เบส (pH)","2.80-3.50","","2023-03-27 04:07:29"
"1552","MF2303014","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","1407.33 mPa.s T=67.17% at S3, 60rpm กำหนด 1330-1470 1407.33 mPa.s 67.17% at S3, 60rpm T>60% At S3,60rpm","","2023-03-27 04:09:47"
"1553","MF2303014","10","SOB001","6","","0","6","0","-ถ้วยวัดความถ่วงจำเพาะ(Specific Gravity Cup)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.02","","2023-03-27 04:14:05"
"1554","MF2303014","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"1559","MF2303015","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","น้ำใส","","2023-03-27 10:14:49"
"1560","MF2303015","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"1561","MF2303015","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2023-03-27 10:14:52"
"1562","MF2303015","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1563","MF2303015","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-27 10:14:55"
"1564","MF2303015","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"1565","MF2303015","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เหมือนทาน้ำ","","2023-03-27 10:15:04"
"1566","MF2303015","8","SOB001","4","","1","4","0","-pH meter","ความเป็นกรด-เบส (pH)","5-6","","2025-01-24 04:40:12"
"1567","MF2303015","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1568","MF2303015","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.00","","2023-03-27 10:15:25"
"1569","MF2303015","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","99%","","2025-01-24 04:41:54"
"1574","MF2303016","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีมเจล","","2023-03-29 04:34:17"
"1575","MF2303016","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2023-03-29 04:34:22"
"1576","MF2303016","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งแสง","","2023-03-29 04:34:24"
"1577","MF2303016","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"1578","MF2303016","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2023-03-29 04:34:29"
"1579","MF2303016","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่น Natural Naomi (RCF00016)","","2023-03-29 04:34:40"
"1580","MF2303016","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อครีมบางเบา เกลี่ยง่าย","","2023-03-29 04:34:47"
"1581","MF2303016","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6","","2023-03-29 04:34:50"
"1582","MF2303016","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"1583","MF2303016","10","SOB001","6","","0","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","","2023-03-29 06:57:03"
"1584","MF2303016","12","SOB001","7","","0","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","95.00 kg.","","2023-06-29 03:24:55"
