"id","formula_masters_id","topic_masters_id","registration_document_id","product_code","bmr_lot","bmr_dom","bmr_pamount","bmr_ind","record_status","month_number","batch_size","theoretical_yield","theoretical_yield_percent","standard_yield","standard_yield_percent","actual_yield","actual_yield_percent","lost_the_mixing_process","lost_the_mixing_process_percent","text_note1","year_number","users_id","document_statuses_id","created_at","updated_at"
"1326","MF2310008","2","FM-PD-09","GCC30","GCC30L10B01","11/06/2023","102.6300","11/06/2023","1","11","","","","","","","","","","","2023","19","2","2023-11-03 07:23:58","2023-11-03 07:25:25"
"1327","MF2310008","2","FM-PD-09","GCC30","GCC30L10B02","11/07/2023","102.6300","11/07/2023","1","11","","","","","","","","","","","2023","19","2","2023-11-03 07:24:47","2023-11-03 07:25:23"
"1328","MF2310008","2","FM-PD-09","GCC30","GCC30L10B03","11/07/2023","102.6300","11/07/2023","1","11","","","","","","","","","","","2023","19","2","2023-11-03 07:25:19","2023-11-03 07:25:21"
"1329","MF2308008","2","FM-PD-09","FRE100","FRE100L05B01","09/26/2023","101.5000","09/26/2023","1","11","","","","","","","","","","","2023","19","2","2023-11-06 09:17:00","2023-11-06 09:17:03"
"1330","MF2308003","2","FM-PD-09","YDC200","YDC200L01B02","11/10/2023","61.1400","11/10/2023","1","11","","","","","","","","","","จำนวนตามทฤษฏี 60 kg. + %loss 2 (1.2 kg.) = จำนวนที่ต้องผลิต 61.2 kg.","2023","25","1","2023-11-07 08:08:33","2023-11-07 08:08:45"
"1331","MF2306007","2","FM-PD-09","GUC30","GUC30L13B54","11/14/2023","102.5200","11/14/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  104.81 kg. + loss 5.00 % (5.24 kg.) = จำนวนที่ต้องผลิต 110.05 kg.","2023","19","2","2023-11-08 03:48:17","2023-11-08 03:48:30"
"1332","MF2306007","2","FM-PD-09","GUC30","GUC30L13B55","11/14/2023","102.5200","11/14/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  104.81 kg. + loss 5.00 % (5.24 kg.) = จำนวนที่ต้องผลิต 110.05 kg.","2023","19","2","2023-11-08 03:49:09","2023-11-08 03:49:15"
"1333","MF2306007","2","FM-PD-09","GUC30","GUC30L13B56","11/15/2023","102.5200","11/15/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  104.81 kg. + loss 5.00 % (5.24 kg.) = จำนวนที่ต้องผลิต 110.05 kg.","2023","19","2","2023-11-08 03:49:55","2023-11-08 03:50:05"
"1334","MF2306007","2","FM-PD-09","GUC30","GUC30L13B57","11/15/2023","102.5200","11/15/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  104.81 kg. + loss 5.00 % (5.24 kg.) = จำนวนที่ต้องผลิต 110.05 kg.","2023","19","2","2023-11-08 03:50:32","2023-11-08 03:50:40"
"1335","MF2306007","2","FM-PD-09","GUC30","GUC30L13B58","11/15/2023","102.5200","11/15/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  104.81 kg. + loss 5.00 % (5.24 kg.) = จำนวนที่ต้องผลิต 110.05 kg.","2023","19","2","2023-11-08 03:51:13","2023-11-08 03:51:21"
"1336","MF2307009","2","FM-PD-09","GNT95","GNT95L04B21","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:52:47","2023-11-08 03:53:00"
"1337","MF2307009","2","FM-PD-09","GNT95","GNT95L04B22","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:53:53","2023-11-08 03:53:58"
"1338","MF2307009","2","FM-PD-09","GNT95","GNT95L04B23","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:54:24","2023-11-08 03:54:29"
"1339","MF2307009","2","FM-PD-09","GNT95","GNT95L04B24","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:54:53","2023-11-08 03:55:03"
"1340","MF2307009","2","FM-PD-09","GNT95","GNT95L04B25","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:55:21","2023-11-08 03:55:27"
"1341","MF2307009","2","FM-PD-09","GNT95","GNT95L04B26","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:58:22","2023-11-08 03:58:26"
"1342","MF2307009","2","FM-PD-09","GNT95","GNT95L04B27","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:58:58","2023-11-08 03:59:03"
"1343","MF2307009","2","FM-PD-09","GNT95","GNT95L04B28","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 03:59:33","2023-11-08 03:59:46"
"1344","MF2307009","2","FM-PD-09","GNT95","GNT95L04B29","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:00:44","2023-11-08 04:00:50"
"1345","MF2307009","2","FM-PD-09","GNT95","GNT95L04B30","11/16/2023","97.0000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:01:25","2023-11-08 04:01:29"
"1346","MF2307009","2","FM-PD-09","GNT95","GNT95L04B31","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:30:18","2023-11-08 04:30:52"
"1347","MF2307009","2","FM-PD-09","GNT95","GNT95L04B32","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:31:11","2023-11-08 04:31:15"
"1348","MF2307009","2","FM-PD-09","GNT95","GNT95L04B33","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:31:41","2023-11-08 04:31:47"
"1349","MF2307009","2","FM-PD-09","GNT95","GNT95L04B34","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:32:09","2023-11-08 04:32:13"
"1350","MF2307009","2","FM-PD-09","GNT95","GNT95L04B35","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:32:36","2023-11-08 04:32:40"
"1351","MF2307009","2","FM-PD-09","GNT95","GNT95L04B36","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:33:04","2023-11-08 04:33:08"
"1352","MF2307009","2","FM-PD-09","GNT95","GNT95L04B37","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:33:34","2023-11-08 04:33:38"
"1353","MF2307009","2","FM-PD-09","GNT95","GNT95L04B38","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:34:07","2023-11-08 04:34:12"
"1354","MF2307009","2","FM-PD-09","GNT95","GNT95L04B39","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:34:33","2023-11-08 04:34:37"
"1355","MF2307009","2","FM-PD-09","GNT95","GNT95L04B40","11/17/2023","97.0000","11/17/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.00 kg. + loss 2.1 % (2.00 kg.) = จำนวนที่ต้องการ 97.00 kg.","2023","19","2","2023-11-08 04:34:56","2023-11-08 04:35:00"
"1356","MF2310008","2","FM-PD-09","GCC30","GCC30L09B01","09/11/2023","102.9600","09/11/2023","1","11","","","","","","","","","","","2023","17","2","2023-11-09 08:06:20","2023-11-09 08:06:34"
"1357","MF2212021","2","FM-PD-09","HHS50","HHS50L11B01","11/13/2023","74.0000","11/13/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 73.20 kg. + loss 2.0 % (1.46 kg.) = จำนวนที่ต้องการ 74.66 kg.","2023","19","2","2023-11-10 04:45:26","2023-11-10 04:45:59"
"1358","MF2212021","2","FM-PD-09","HHS50","HHS50L11B02","11/13/2023","74.0000","11/13/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 73.20 kg. + loss 2.0 % (1.46 kg.) = จำนวนที่ต้องการ 74.66 kg.","2023","19","2","2023-11-10 04:47:42","2023-11-10 04:47:46"
"1359","MF2302001","2","FM-PD-09","DRH45","DRH45L12B12","11/15/2023","109.5000","11/15/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 107.35 kg. + loss 2 % (2.15 kg.) = จำนวนที่ต้องการ 109.50 kg.","2023","19","2","2023-11-10 06:13:02","2023-11-10 06:25:46"
"1360","MF2302001","2","FM-PD-09","DRH45","DRH45L12B13","11/15/2023","109.5000","11/15/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 107.35 kg. + loss 2 % (2.15 kg.) = จำนวนที่ต้องการ 109.50 kg.","2023","19","2","2023-11-10 06:14:46","2023-11-10 06:25:49"
"1361","MF2302001","2","FM-PD-09","DRH45","DRH45L12B14","11/16/2023","109.5000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 107.35 kg. + loss 2 % (2.15 kg.) = จำนวนที่ต้องการ 109.50 kg.","2023","19","2","2023-11-10 06:15:28","2023-11-10 06:25:51"
"1362","MF2302001","2","FM-PD-09","DRH45","DRH45L12B15","11/16/2023","109.5000","11/16/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 107.35 kg. + loss 2 % (2.15 kg.) = จำนวนที่ต้องการ 109.50 kg.","2023","19","2","2023-11-10 06:15:57","2023-11-10 06:25:54"
"1363","MF2301016","2","FM-PD-09","PSG7","PSG7L09B02","11/20/2023","59.7300","11/20/2023","1","11","","","","","","","","","","","2023","19","1","2023-11-13 04:45:16","2023-11-13 04:45:16"
"1364","MF2302003","2","FM-PD-09","PSR30","PSR30L09B02","11/20/2023","58.8900","11/20/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 58.83 kg. + loss 2% จำนวน 1.18 kg. จะได้จำนวนที่ต้องการ 60.01 kg.","2023","19","2","2023-11-13 04:50:20","2023-11-13 04:55:37"
"1365","MF2212021","2","FM-PD-09","HHS50","HHS50L11B03","11/20/2023","92.5000","11/20/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 91.5 kg. + loss 2% จำนวน 1.83 kg. จะได้จำนวนที่ต้องการ 93.33 kg.","2023","19","2","2023-11-13 04:57:48","2023-11-13 06:17:59"
"1366","MF2212021","2","FM-PD-09","HHS50","HHS50L11B04","11/20/2023","92.5000","11/20/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 91.5 kg. + loss 2% จำนวน 1.83 kg. จะได้จำนวนที่ต้องการ 93.33 kg.","2023","19","2","2023-11-13 04:59:03","2023-11-13 06:18:09"
"1367","MF2212021","2","FM-PD-09","HHS50","HHS50L11B05","11/20/2023","92.5000","11/20/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 91.5 kg. + loss 2% จำนวน 1.83 kg. จะได้จำนวนที่ต้องการ 93.33 kg.","2023","19","2","2023-11-13 04:59:39","2023-11-13 06:18:14"
"1368","MF2212021","2","FM-PD-09","HHS50","HHS50L11B06","11/20/2023","92.5000","11/20/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 91.5 kg. + loss 2% จำนวน 1.83 kg. จะได้จำนวนที่ต้องการ 93.33 kg.","2023","19","2","2023-11-13 05:00:08","2023-11-13 06:18:18"
"1369","MF2309003","2","FM-PD-09","FGS30","FGS30L03B01","11/22/2023","30.1800","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 30.00 kg. + loss 1.00 % จำนวน 0.30 kg. จะได้จำนวนที่ต้องการ 30.30 kg.","2023","19","2","2023-11-13 07:23:07","2023-11-13 07:25:13"
"1370","MF2309010","2","FM-PD-09","FVF100","FVF100L02B01","11/23/2023","103.0000","11/23/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  100.00 kg. + loss 3.00 % จำนวน 3.00 kg. จะได้จำนวนที่ต้องการ 103.00 kg.","2023","19","2","2023-11-13 07:30:16","2023-11-13 08:20:24"
"1371","MF2309010","2","FM-PD-09","FVF100","FVF100L02B02","11/23/2023","103.0000","11/23/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  100.00 kg. + loss 3.00 % จำนวน 3.00 kg. จะได้จำนวนที่ต้องการ 103.00 kg.","2023","19","2","2023-11-13 08:18:43","2023-11-13 08:20:26"
"1372","MF2309010","2","FM-PD-09","FVF100","FVF100L02B03","11/23/2023","103.0000","11/23/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี  100.00 kg. + loss 3.00 % จำนวน 3.00 kg. จะได้จำนวนที่ต้องการ 103.00 kg.","2023","19","2","2023-11-13 08:19:51","2023-11-13 08:20:28"
"1373","MF2304007","2","FM-PD-09","DRH360","DRH360L15B01","11/22/2023","97.6100","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.70 kg. + loss 2.00 % (1.91 kg.) = จำนวนที่ต้องการ 97.61 kg.","2023","19","2","2023-11-13 08:51:01","2023-11-13 08:51:08"
"1374","MF2304007","2","FM-PD-09","DRH360","DRH360L15B02","11/22/2023","97.6100","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.70 kg. + loss 2.00 % (1.91 kg.) = จำนวนที่ต้องการ 97.61 kg.","2023","19","2","2023-11-13 08:51:33","2023-11-13 08:51:38"
"1375","MF2304007","2","FM-PD-09","DRH360","DRH360L15B03","11/22/2023","97.6100","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.70 kg. + loss 2.00 % (1.91 kg.) = จำนวนที่ต้องการ 97.61 kg.","2023","19","2","2023-11-13 08:52:05","2023-11-13 08:52:23"
"1376","MF2304007","2","FM-PD-09","DRH360","DRH360L15B04","11/22/2023","97.6100","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.70 kg. + loss 2.00 % (1.91 kg.) = จำนวนที่ต้องการ 97.61 kg.","2023","19","2","2023-11-13 08:52:49","2023-11-13 08:52:56"
"1377","MF2304007","2","FM-PD-09","DRH360","DRH360L15B05","11/22/2023","97.6100","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.70 kg. + loss 2.00 % (1.91 kg.) = จำนวนที่ต้องการ 97.61 kg.","2023","19","2","2023-11-13 08:53:23","2023-11-13 08:53:29"
"1378","MF2304007","2","FM-PD-09","DRH360","DRH360L15B06","11/22/2023","97.6100","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.70 kg. + loss 2.00 % (1.91 kg.) = จำนวนที่ต้องการ 97.61 kg.","2023","19","2","2023-11-13 08:54:11","2023-11-13 08:54:15"
"1379","MF2304007","2","FM-PD-09","DRH360","DRH360L15B07","11/22/2023","97.6100","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 95.70 kg. + loss 2.00 % (1.91 kg.) = จำนวนที่ต้องการ 97.61 kg.","2023","19","2","2023-11-13 08:54:47","2023-11-13 08:54:57"
"1380","MF2304007","2","FM-PD-09","DRH360","DRH360L15B08","11/22/2023","98.8700","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 96.93 kg. + loss 2.00 % (1.94 kg.) = จำนวนที่ต้องการ 98.87 kg.","2023","19","2","2023-11-13 08:56:07","2023-11-13 08:56:16"
"1381","MF2212021","2","FM-PD-09","HHS50","HHS50L11B07","11/24/2023","106.0000","11/24/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 104.85 kg. + loss 2.0 % (2.10 kg.) = จำนวนที่ต้องการ 106.95 kg.","2023","19","2","2023-11-13 09:11:28","2023-11-13 09:29:08"
"1382","MF2212021","2","FM-PD-09","HHS50","HHS50L11B08","11/24/2023","106.0000","11/24/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 104.85 kg. + loss 2.0 % (2.10 kg.) = จำนวนที่ต้องการ 106.95 kg.","2023","19","2","2023-11-13 09:29:48","2023-11-13 09:29:53"
"1383","MF2212021","2","FM-PD-09","HHS50","HHS50L11B09","11/24/2023","106.0000","11/24/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 104.85 kg. + loss 2.0 % (2.10 kg.) = จำนวนที่ต้องการ 106.95 kg.","2023","19","2","2023-11-13 09:30:21","2023-11-13 09:30:30"
"1384","MF2212021","2","FM-PD-09","HHS50","HHS50L11B10","11/24/2023","106.0000","11/24/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 104.85 kg. + loss 2.0 % (2.10 kg.) = จำนวนที่ต้องการ 106.95 kg.","2023","19","2","2023-11-13 09:31:00","2023-11-13 09:31:05"
"1385","MF2212021","2","FM-PD-09","HHS50","HHS50L11B11","11/24/2023","106.0000","11/24/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 104.85 kg. + loss 2.0 % (2.10 kg.) = จำนวนที่ต้องการ 106.95 kg.","2023","19","2","2023-11-13 09:31:27","2023-11-13 09:31:31"
"1386","MF2212021","2","FM-PD-09","HHS50","HHS50L11B12","11/24/2023","106.0000","11/24/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 104.85 kg. + loss 2.0 % (2.10 kg.) = จำนวนที่ต้องการ 106.95 kg.","2023","19","2","2023-11-13 09:32:02","2023-11-13 09:32:12"
"1387","MF2212021","2","FM-PD-09","HHS50","HHS50L11B13","11/24/2023","106.0000","11/24/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 104.85 kg. + loss 2.0 % (2.10 kg.) = จำนวนที่ต้องการ 106.95 kg.","2023","19","2","2023-11-13 09:32:55","2023-11-13 09:33:02"
"1388","MF2302004","2","FM-PD-09","KHT100","KHT100L11B01","11/21/2023","99.9400","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 97.98 kg. + loss 2.00 % (1.94 kg.) = จำนวนที่ต้องการ 99.94 kg.","2023","19","2","2023-11-14 03:30:12","2023-11-14 03:30:53"
"1389","MF2310009","2","FM-PD-09","BOL200","BOL200L01B05","11/20/2023","8.8200","11/20/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 8.40 kg. + loss 5.00 % (+0.42 kg.) = จำนวนที่ต้องการ 8.82 kg.","2023","19","2","2023-11-15 02:25:12","2023-11-15 02:27:09"
"1390","MF2311001","2","FM-PD-09","NAC100","NAC100L01B01","11/22/2023","103.7000","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 5.00 % (+5.00 kg.) = จำนวนที่ต้องการ 105.00 kg.","2023","19","2","2023-11-15 08:30:46","2023-11-15 08:31:01"
"1391","MF2310011","2","FM-PD-09","BSF330","BSF330L01B01","11/21/2023","100.1200","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 3.00 % (+2.97 kg.) = จำนวนที่ต้องการ 101.97 kg.","2023","19","2","2023-11-15 10:19:46","2023-11-15 10:20:25"
"1392","MF2311004","2","FM-PD-09","BHF330","BHF330L01B01","11/21/2023","101.7700","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 3.00 % (+2.97 kg.) = จำนวนที่ต้องการ 101.97 kg.","2023","19","2","2023-11-15 10:22:34","2023-11-15 10:22:48"
"1393","MF2311004","2","FM-PD-09","BHF330","BHF330L01B02","11/21/2023","101.7700","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 3.00 % (+2.97 kg.) = จำนวนที่ต้องการ 101.97 kg.","2023","19","2","2023-11-15 10:23:25","2023-11-15 10:23:38"
"1394","MF2311004","2","FM-PD-09","BHF330","BHF330L01B03","11/21/2023","101.7700","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 3.00 % (+2.97 kg.) = จำนวนที่ต้องการ 101.97 kg.","2023","19","2","2023-11-15 10:24:13","2023-11-15 10:24:19"
"1395","MF2311004","2","FM-PD-09","BHF330","BHF330L01B04","11/21/2023","101.7700","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 3.00 % (+2.97 kg.) = จำนวนที่ต้องการ 101.97 kg.","2023","19","2","2023-11-15 10:25:36","2023-11-15 10:25:42"
"1396","MF2311004","2","FM-PD-09","BHF330","BHF330L01B05","11/21/2023","101.7700","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 3.00 % (+2.97 kg.) = จำนวนที่ต้องการ 101.97 kg.","2023","19","2","2023-11-15 10:26:01","2023-11-15 10:26:05"
"1397","MF2311004","2","FM-PD-09","BHF330","BHF330L01B01","11/21/2023","99.7900","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 1.00 % (+0.99 kg.) = จำนวนที่ต้องการ 99.99 kg.","2023","19","2","2023-11-15 10:29:31","2023-11-15 10:29:59"
"1398","MF2311004","2","FM-PD-09","BHF330","BHF330L01B02","11/21/2023","99.7900","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 1.00 % (+0.99 kg.) = จำนวนที่ต้องการ 99.99 kg.","2023","19","2","2023-11-15 10:30:40","2023-11-15 10:30:43"
"1399","MF2311004","2","FM-PD-09","BHF330","BHF330L01B03","11/21/2023","99.7900","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 1.00 % (+0.99 kg.) = จำนวนที่ต้องการ 99.99 kg.","2023","19","2","2023-11-15 10:31:05","2023-11-15 10:31:09"
"1400","MF2311004","2","FM-PD-09","BHF330","BHF330L01B04","11/21/2023","99.7900","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 1.00 % (+0.99 kg.) = จำนวนที่ต้องการ 99.99 kg.","2023","19","2","2023-11-15 10:31:32","2023-11-15 10:31:36"
"1401","MF2311004","2","FM-PD-09","BHF330","BHF330L01B05","11/21/2023","99.7900","11/21/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 99.00 kg. + loss 1.00 % (+0.99 kg.) = จำนวนที่ต้องการ 99.99 kg.","2023","19","2","2023-11-15 10:32:08","2023-11-15 10:32:14"
"1402","MF2311003","2","FM-PD-09","MMG500","MMG500L01B01","11/22/2023","84.0400","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 83.33 kg. + loss 1.00 % (+0.83 kg.) = จำนวนที่ต้องการ 84.16 kg.","2023","19","2","2023-11-16 07:42:17","2023-11-16 07:54:21"
"1403","MF2311003","2","FM-PD-09","MMG500","MMG500L01B02","11/22/2023","84.0400","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 83.33 kg. + loss 1.00 % (+0.83 kg.) = จำนวนที่ต้องการ 84.16 kg.","2023","19","2","2023-11-16 07:54:07","2023-11-16 07:54:18"
"1404","MF2311003","2","FM-PD-09","MMG500","MMG500L01B03","11/22/2023","84.0400","11/22/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 83.33 kg. + loss 1.00 % (+0.83 kg.) = จำนวนที่ต้องการ 84.16 kg.","2023","19","2","2023-11-16 07:54:50","2023-11-16 07:54:58"
"1405","MF2311002","2","FM-PD-09","DKS500","DKS500L01B01","11/23/2023","101.4700","11/23/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 2.00 % (+2.00 kg.) = จำนวนที่ต้องการ 102.00 kg.","2023","19","2","2023-11-16 08:06:20","2023-11-16 08:08:12"
"1406","MF2311002","2","FM-PD-09","DKS500","DKS500L01B02","11/23/2023","101.4700","11/23/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 2.00 % (+2.00 kg.) = จำนวนที่ต้องการ 102.00 kg.","2023","19","2","2023-11-16 08:08:44","2023-11-16 08:08:52"
"1407","MF2311002","2","FM-PD-09","DKS500","DKS500L01B03","11/23/2023","101.4700","11/23/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 2.00 % (+2.00 kg.) = จำนวนที่ต้องการ 102.00 kg.","2023","19","2","2023-11-16 08:09:17","2023-11-16 08:09:24"
"1408","MF2311002","2","FM-PD-09","DKS500","DKS500L01B06","11/23/2023","10.1500","11/23/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + loss 2.00 % (+0.20 kg.) = จำนวนที่ต้องการ 10.20 kg.","2023","19","2","2023-11-16 10:07:11","2023-11-16 10:09:16"
"1409","MF2311002","2","FM-PD-09","DKS500","DKS500L01B04","11/28/2023","101.4700","11/28/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 2.00 % (+2.00 kg.) = จำนวนที่ต้องการ 102.00 kg.","2023","19","2","2023-11-16 10:18:48","2023-11-16 10:18:57"
"1410","MF2311002","2","FM-PD-09","DKS500","DKS500L01B05","11/28/2023","91.3300","11/28/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 90.00 kg. + loss 2.00 % (+1.80 kg.) = จำนวนที่ต้องการ 91.80 kg.","2023","19","2","2023-11-16 10:24:54","2023-11-16 10:26:29"
"1411","MF2212022","2","FM-PD-09","HHS30","HHS30L12B01","11/28/2023","100.4000","11/28/2023","1","11","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 1.30 % (1.30 kg.) = จำนวนที่ต้องการ 101.30 kg.","2023","19","2","2023-11-20 03:34:37","2023-11-20 03:35:13"
