"id","fda_number","th_name","en_name","type","file_json","companies_id","fml_code","fml_name","genus","specie","part_used","solven","solven_group","note","cas_no","ins_no","part_use","record_status","created_at","updated_at"
"1209","AP-00003343","ซีบัคธอร์นแห้ง","DRIED SEA BUCKTHORN","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1210","AP-00003344","ซีบัคธอร์นบด","SEA BUCKTHORN PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1211","AP-00003345","น้ำซีบัคธอร์นเข้มข้น","SEA BUCKTHORN JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1212","AP-00003346","น้ำซีบัคธอร์นจากน้ำซีบัคธอร์นเข้มข้น","SEA BUCKTHORN JUICE FROM SEA BUCKTHORN JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1213","AP-00003347","ซีบัคธอร์น","SEA BUCKTHORN","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1214","AP-00003348","ซีบัคธอร์นแห้ง","DRIED SEA BUCKTHORN","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1215","AP-00003349","ซีบัคธอร์นบด","SEA BUCKTHORN PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1216","AP-00003350","ผงซีบัคธอร์น","SEA BUCKTHORN POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1217","AP-00003351","ผงน้ำซีบัคธอร์น","SEA BUCKTHORN JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1218","AP-00003352","น้ำซีบัคธอร์น","SEA BUCKTHORN JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1219","AP-00003353","น้ำซีบัคธอร์นเข้มข้น","SEA BUCKTHORN JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1220","AP-00003354","น้ำซีบัคธอร์นจากน้ำซีบัคธอร์นเข้มข้น","SEA BUCKTHORN JUICE FROM SEA BUCKTHORN JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1221","AP-00003355","ลิ้นจี่บด","LITCHI PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อหุ้มเมล็ด ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1222","AP-00003356","น้ำลิ้นจี่จากน้ำลิ้นจี่เข้มข้น","LITCHI JUICE FROM LITCHI JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อหุ้มเมล็ด ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1223","AP-00003357","มะเขือเทศแห้ง","DRIED TOMATO","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1224","AP-00003358","มะเขือเทศบด","TOMATO PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1225","AP-00003359","ผงน้ำมะเขือเทศ","TOMATO JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1226","AP-00003360","น้ำมะเขือเทศ","TOMATO JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1227","AP-00003361","น้ำมะเขือเทศจากน้ำมะเขือเทศเข้มข้น","TOMATO JUICE FROM TOMATO JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1228","AP-00003362","มะเขือเทศแห้ง","DRIED TOMATO","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1229","AP-00003363","มะเขือเทศบด","TOMATO PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1230","AP-00003364","ผงมะเขือเทศ","TOMATO POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1231","AP-00003365","ผงน้ำมะเขือเทศ","TOMATO JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1232","AP-00003366","น้ำมะเขือเทศ","TOMATO JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1233","AP-00003367","น้ำมะเขือเทศเข้มข้น","TOMATO JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1234","AP-00003368","น้ำมะเขือเทศจากน้ำมะเขือเทศเข้มข้น","TOMATO JUICE FROM TOMATO JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1235","AP-00003369","อะเซโรลา","ACEROLA (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1236","AP-00003370","อะเซโรลาแห้ง","DRIED ACEROLA (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1237","AP-00003371","อะเซโรลาบด","ACEROLA PUREE (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1238","AP-00003372","ผงอะเซโรลา","ACEROLA POWDER (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1239","AP-00003373","ผงน้ำอะเซโรลา","ACEROLA JUICE POWDER (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1240","AP-00003374","น้ำอะเซโรลา","ACEROLA JUICE  (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1241","AP-00003375","น้ำอะเซโรลาเข้มข้น","ACEROLA JUICE CONCENTRATE (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1242","AP-00003376","น้ำอะเซโรลาจากน้ำอะเซโรลาเข้มข้น","ACEROLA JUICE FROM ACEROLA JUICE CONCENTRATE (WEST INDIAN CHERRY)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1243","AP-00003377","แอปเปิ้ลแห้ง","DRIED APPLE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1244","AP-00003378","แอปเปิ้ลบด","APPLE PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1245","AP-00003379","น้ำแอปเปิ้ลจากน้ำแอปเปิ้ลเข้มข้น","APPLE JUICE FROM APPLE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1246","AP-00003385","มะม่วงแห้ง","DRIED MANGO","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1247","AP-00003386","น้ำมะม่วงเข้มข้น","MANGO JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1248","AP-00003387","น้ำมะม่วงจากน้ำมะม่วงเข้มข้น","MANGO JUICE FROM MANGO JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1249","AP-00003388","หม่อนแห้ง","DRIED MULBERRY","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1250","AP-00003389","หม่อนบด","MULBERRY PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1251","AP-00003390","ผงน้ำหม่อน","MULBERRY JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1252","AP-00003391","น้ำหม่อนเข้มข้น","MULBERRY JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1253","AP-00003392","น้ำหม่อนจากน้ำหม่อนเข้มข้น","MULBERRY JUICE FROM MULBERRY JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1254","AP-00003393","เสาวรสแห้ง","DRIED PASSION FRUIT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1255","AP-00003394","เสาวรสบด","PASSION FRUIT PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1256","AP-00003395","น้ำเสาวรสจากน้ำเสาวรสเข้มข้น","PASSION FRUIT JUICE FROM PASSION FRUIT JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1257","AP-00003396","เสาวรส","PASSION FRUIT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1258","AP-00003397","เสาวรสแห้ง","DRIED PASSION FRUIT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1259","AP-00003398","ผงน้ำเสาวรส","PASSION FRUIT JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1260","AP-00003399","น้ำเสาวรส","PASSION FRUIT JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1261","AP-00003400","น้ำเสาวรสเข้มข้น","PASSION FRUIT JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1262","AP-00003401","น้ำเสาวรสจากน้ำเสาวรสเข้มข้น","PASSION FRUIT JUICE FROM PASSION FRUIT JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1263","AP-00003402","สุคนธรส","GRANADILLA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1264","AP-00003403","สุคนธรสแห้ง","DRIED GRANADILLA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1265","AP-00003404","สุคนธรสบด","GRANADILLA PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1266","AP-00003405","ผงสุคนธรส","GRANADILLA POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1267","AP-00003406","ผงน้ำสุคนธรส","GRANADILLA JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1268","AP-00003407","น้ำสุคนธรส","GRANADILLA JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1269","AP-00003408","น้ำสุคนธรสเข้มข้น","GRANADILLA JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1270","AP-00003409","น้ำสุคนธรสจากน้ำสุคนธรสเข้มข้น","GRANADILLA JUICE FROM GRANADILLA JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1271","AP-00003410","อินทผลัมแห้ง","DRIED DATE PALM","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1272","AP-00003411","อินทผลัมบด","DATE PALM PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1273","AP-00003412","น้ำอินทผลัมจากน้ำอินทผลัมเข้มข้น","DATE PALM JUICE FROM DATE PALM JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1274","AP-00003413","แอพริคอต","APRICOT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1275","AP-00003414","แอพริคอตแห้ง","DRIED APRICOT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1276","AP-00003415","แอพริคอตบด","APRICOT PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1277","AP-00003416","น้ำแอพริคอต","APRICOT JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1278","AP-00003417","น้ำแอพริคอตจากน้ำแอพริคอตเข้มข้น","APRICOT JUICE FROM APRICOT JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1279","AP-00003418","เชอร์รีหวาน","SWEET CHERRY","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1280","AP-00003419","เชอร์รีหวานแห้ง","DRIED SWEET CHERRY","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1281","AP-00003420","เชอร์รีหวานบด","SWEET CHERRY PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1282","AP-00003421","ผงเชอร์รีหวาน","SWEET CHERRY POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1283","AP-00003422","น้ำเชอร์รีหวานจากน้ำเชอร์รีหวานเข้มข้น","SWEET CHERRY JUICE FROM SWEET CHERRY JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1284","AP-00003423","เชอร์รีทาร์ตแห้ง/เชอร์รีเปรี้ยวแห้ง","DRIED TART CHERRY/DRIED SOUR CHERRY","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1285","AP-00003424","เชอร์รีทาร์ตบด/เชอร์รีเปรี้ยวบด","TART CHERRY PUREE/SOUR CHERRY PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1286","AP-00003425","น้ำเชอร์รีทาร์ต/น้ำเชอร์รีเปรี้ยว","TART CHERRY JUICE/SOUR CHERRY JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1287","AP-00003426","น้ำเชอร์รีทาร์ตเข้มข้น/น้ำเชอร์รีเปรี้ยวเข้มข้น","TART CHERRY JUICE CONCENTRATE/SOUR CHERRY JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1288","AP-00003427","น้ำเชอร์รีทาร์ตจากน้ำเชอร์รีทาร์ตเข้มข้น/น้ำเชอร์รีเปรี้ยวจากน้ำเชอร์รีเปรี้ยวเข้มข้น","TART CHERRY JUICE FROM TART CHERRY JUICE CONCENTRATE/SOUR CHERRY JUICE FROM SOUR CHERRY JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1289","AP-00003429","น้ำพรุน","PRUNE JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1290","AP-00003430","น้ำพรุนจากน้ำพรุนเข้มข้น","PRUNE JUICE FROM PRUNE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1291","AP-00003431","เนคทารีน","NECTARINE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1292","AP-00003432","เนคทารีนแห้ง","DRIED NECTARINE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1293","AP-00003433","เนคทารีนบด","NECTARINE PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1294","AP-00003434","ผงเนคทารีน","NECTARINE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1295","AP-00003435","ผงน้ำเนคทารีน","NECTARINE JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1296","AP-00003436","น้ำเนคทารีน","NECTARINE JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1297","AP-00003437","น้ำเนคทารีนเข้มข้น","NECTARINE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1298","AP-00003438","น้ำเนคทารีนจากน้ำเนคทารีนเข้มข้น","NECTARINE JUICE FROM NECTARINE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1299","AP-00003439","พีชแห้ง","DRIED PEACH","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1300","AP-00003440","พีชบด","PEACH PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1301","AP-00003441","น้ำพีช","PEACH JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1302","AP-00003442","น้ำพีชจากน้ำพีชเข้มข้น","PEACH JUICE FROM PEACH JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1303","AP-00003443","ฝรั่งแห้ง","DRIED GUAVA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1304","AP-00003444","ฝรั่งบด","GUAVA PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1305","AP-00003445","น้ำฝรั่งจากน้ำฝรั่งเข้มข้น","GUAVA JUICE FROM GUAVA JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1306","AP-00003446","ทับทิม","POMEGRANATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดและเนื้อหุ้มเมล็ด SEED AND ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1307","AP-00003447","ทับทิมแห้ง","DRIED POMEGRANATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดและเนื้อหุ้มเมล็ด SEED AND ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1308","AP-00003448","ทับทิมบด","POMEGRANATE PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดและเนื้อหุ้มเมล็ด SEED AND ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1309","AP-00003449","น้ำทับทิม","POMEGRANATE JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดและเนื้อหุ้มเมล็ด SEED AND ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1310","AP-00003450","น้ำทับทิมจากน้ำทับทิมเข้มข้น","POMEGRANATE JUICE FROM POMEGRANATE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดและเนื้อหุ้มเมล็ด SEED AND ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1311","AP-00003451","อะโรเนีย","ARONIA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1312","AP-00003452","อะโรเนียแห้ง","DRIED ARONIA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1313","AP-00003453","อะโรเนียบด","ARONIA PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1314","AP-00003454","ผงน้ำอะโรเนีย","ARONIA JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1315","AP-00003455","น้ำอะโรเนีย","ARONIA JUICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"1316","AP-00003456","น้ำอะโรเนียเข้มข้น","ARONIA JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
