id,rm_code,trade_name,inci_name,supplier,set_decimal,rm_cost,company_name,companies_id,companies_share_status,lead_time,users_id,record_status,created_at,updated_at
963,SAMOPM504,OPM504,Styrene acrylate copolymer,Triple nine,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-01-18 14:40:36,2023-01-28 11:28:18
964,SAMHyaluronate,Hyaluronate food grade,Sodium Hyaluronate,GREEN FARM,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,18,1,2023-01-18 14:40:42,2023-01-28 08:57:37
965,SAMCovacrylMV60,Covacryl MV60,Sodium polyacrylate,Jebsen,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-19 09:23:50,2023-08-30 16:32:10
966,SAMGreentea,Green Tea,Fragrance,Aromatics,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-19 09:26:07,2023-06-07 10:49:27
967,SAMBioIN,Bio IN Amniotic Fluid,"Aqua, Acetyl Glucosamine, Glycerin, Glucose, Glycine Soja (Soybean) Lipids, Urea, 1,2-Hexanediol, Ethylhexylglycrin",Bonanzaneutra,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,18,1,2023-01-19 09:39:58,2023-06-07 14:42:45
968,RCFfreahcotton,Fresh cotton hypo fragance,fragance,Ethoxy Chemicals,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-01-23 16:16:57,2023-05-31 17:27:42
969,RC00N013,NEUTRAZEN,"Aqua, Butylene Glycol, Dextran, Palmitoyl Tripeptide-8",CHEMICO,2,27500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-23 16:18:07,2024-08-30 13:35:31
970,SAMPowdery,Powdery Hypo Fragance,Fragance,Ethoxy,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-01-23 16:20:01,2023-01-23 16:20:01
971,SAMCELLIGENT,Celligent 2020,"Helianthus Annuus (Sunflower) Seed Oil, Ethyl Ferulate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol",Chemico,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-23 16:21:06,2023-06-07 11:32:42
972,SAMNutula,Nutula Hypo Fragance,Fragance,Ethoxy,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-01-23 16:21:51,2023-01-23 16:21:51
973,RCF00071,TS29781 Kodomo Blue,Fragrance,De Roma,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,1,1,2023-01-24 11:19:45,2023-10-26 13:24:45
976,LAB00008,สี Apple Green 2.5%,"Aqua, CI 59040",ORG,2,344.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-01-25 10:11:42,2024-04-09 15:43:57
977,RC00T029,Texapon N70 T,Sodium Laureth Sulfate,บ้านกิจโชค,2,120.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-01-27 11:13:18,2024-05-28 17:48:59
978,SAMLEMONNATCO,LEMON NATCO,Fragrance,EXPRESSIONS PARFL PARFUMEES S.A.S,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-01-27 11:34:08,2023-01-27 14:02:26
979,SAMZD-300,ZD-300,"zinc oxide, cyclopentasiloxane, peg-9 dimethylsiloxyethyl dimethicone, hydrogen dimethicone",IWASE COSFA,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-27 17:00:50,2023-01-27 17:00:50
980,SAMTHEMAXN-1,Themax N-1,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Bronson,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-27 17:08:38,2023-01-27 17:08:38
981,RC00D010,D&C Green 6,CI 61565,จันทร์เจ้า,2,19160.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-28 09:49:47,2024-03-11 17:18:36
982,RC00P027,Perfect A-10,"Dimethyl Isosorbide, Hydroxypinacolone Retinoate",จันทร์เจ้า,2,80000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-28 10:24:16,2024-03-13 09:44:58
983,RC00D011,Dimethyl Isosorbide (DMI),Dimethyl Isosorbide,จันทร์เจ้า,2,10080.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-28 10:32:03,2024-03-11 17:19:08
984,RC00L014,Lithospermum Erythorhizon Root Oil (น้ำมันรากมุราชากิ),Lithospermum Erythrorhizon Root Oil,จันทร์เจ้า,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-28 10:41:46,2023-01-28 11:57:03
985,RC00B016,Blue Tansy Oil (Tanacetum Annuum),Tanacetum Annuum (Blue Tansy) Oil,จันทร์เจ้า,2,270000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-28 10:48:08,2024-03-08 13:35:51
986,RCF00024,Purify,"Boswellia Carterii (Frankincense) Oil, Malaleuca Alternifollia (Tea Tree) Oil, Eucalyptus Globulus Leaf Oil, Citrus Aurantifolia (Lime) Peel Oil, Symbopogon Citratus (Lemongrass) Leaf Oil",Lapis,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-01-28 10:52:38,2023-01-28 11:57:05
987,RCF00073,Sexy Fragrance,Fragrance,TCFF,2,1300.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-01-31 13:28:22,2024-03-13 17:56:55
988,RC00C042,CELLULOBEADS D-10,Cellulose,Chemico,2,3800.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-01 09:23:15,2024-03-08 16:17:41
989,SAMAlpaflorArtemisiaAO,Alpaflor Artemisia AO,"Artemisia Umbelliformis Extract, Glycerin, Aqua, Citric Acid, Sodium Benzoate, Potassium Sorbate",Chemico,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-01 15:17:51,2023-06-07 11:59:29
990,RC00C038,Cosllary 942B,"CI 77499, Isopropyl Myristate, Isononyl Isononanoate, Mineral Oil, Polyhydroxystearic Acid, Triethoxycaprylylsilane, Styrene/Butadiene Copolymer, Silica",Water Doctor,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2023-02-01 16:49:37,2025-01-15 17:33:58
991,RC00D005,Densorphin,"Vitex Agnus Castus Extract / Vitex Agnus-Castus Fruit Extract, Maltodextrin, Aqua",PC intertrade,3,18000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2023-02-01 16:56:24,2024-03-08 17:25:36
992,RC00D006,DL-Alpha - Tocopheryl Acetate (Vit E Acetate),Tocopheryl Acetate,JR Serve,2,1550.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2023-02-01 16:56:53,2024-03-08 17:25:52
993,RC00E010,Eusolex OCR 105377,Octocrylene,PC intertrade,2,1600.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-01 16:59:49,2025-01-07 15:24:42
994,RC00F005,Finsolv TN,C12-15 Alkyl Benzoate,JR Serve,2,400.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-01 17:00:41,2024-03-11 17:38:20
995,RC00G012,Grand Pearl GU-1500,"HDI/Trimethylol Hexyllactone Crosspolymer, Silica",Bronson,2,3200.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2023-02-01 17:02:51,2024-05-02 15:38:04
996,SAMGransilSBG-11,Gransil SBG-11,"Dimethicone, Polysilicone-11, Butyrospermum Parkii (Shea) Butter",IMCD,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-02 11:14:33,2023-02-02 11:14:33
997,RC00L013,Lemon Yellow R555 (สีเหลืองมะนาว สีผสมอาหาร),CI 47005,ฮงฮวด,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-02 11:32:56,2025-08-07 11:02:59
998,RC00L015,Lingostem,"Aqua, Glycerin, Vaccinium Vitis-Idaea Fruit Extract, Xanthan Gum, Sodium Benzoate, Citric Acid, Gluconolactone, Calcium Gluconate",Maxworth,2,18000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-02 11:33:46,2024-03-12 14:50:47
999,SAMVolarest,Volarest FL,Acrylates/Beheneth-25 Methacrylate Copolymer,Croda,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-06 17:03:28,2023-02-06 17:03:28
1000,RC00H013,HOMOSALATE (CHEM HMS),Homosalate,Namsiang,2,1600.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-06 17:05:38,2024-11-15 09:53:26
1001,SAMSolaveil,Solaveil(TM) CT-100,"C12-15 Alkyl Benzoate, Titanium Dioxide, Polyhydroxystearic Acid, Aluminum Stearate, Alumina",Croda,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-06 17:07:53,2023-02-06 17:07:53
1002,SAMSolaveil CZ-100,Solaveil CZ-100,"Zinc Oxide, C12-15 Alkyl Benzoate, Polyhydroxystearic Acid, Isostearic Acid",Croda,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-07 15:35:57,2023-02-07 15:35:57
1003,RCF00076,Gorgeous Explosion,Fragrance,กิมฮวด,2,1500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-07 15:44:20,2024-03-13 17:57:08
1004,RC00T035,TDB-605F,"Hydrogenated Polyisobutene, Titanium Dioxide, Aluminum Hydroxide, Polyhydroxy Stearic Acid, Stearic Acid, Citric Acid",IWASE COSFA,2,2300.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-07 15:45:49,2024-08-30 13:34:13
1005,RC00E012,EASYNOV,"Octyldodecanol, Octyldodecyl Xyloside, PEG-30 Dipolyhydroxystearate",Chemico,2,1600.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-07 15:48:07,2024-03-11 17:34:09
1006,SAMTS22291,กลิ่นกาแฟดำ,Perfume,De Roma,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-07 17:03:22,2023-02-07 17:03:22
1007,SAMSEAPUREAGAROSE,SEAPURE AGAROSE,Agarose,Water Doctor,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-08 09:18:21,2023-03-06 16:06:39
1008,SAMSENSOLENE,Sensolene Light ET,"Ethyl Olivate, Olea Europaea (Olive) Leaf Extract",Summit,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-08 09:20:36,2023-02-08 09:20:36
1009,SAMAVOCADOOIL,Avocado Oil,PERSEA GRATISSIMA OIL,-,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-08 09:23:06,2024-11-14 13:56:20
1010,SAMTinosorb(R) S,Tinosorb(R) S,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Catalite,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-09 09:16:35,2023-02-09 09:16:35
1011,SAMSAFFLOWER,"SAFFLOWER OIL-HI OLEIC, REFINED",Carthamus Tinctorius (Safflower) Seed Oil,Namsiang,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-09 13:38:09,2023-03-06 16:07:08
1012,SAMMACADAMIA,"MACADAMIA NUT OIL, REFINED",Macadamia Ternifolia Seed Oil,NSG,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-09 13:41:30,2023-02-09 13:41:30
1013,SAMSESAMEOIL,"SESAME OIL, REFINED",Sesamum Indicum (Sesame) Seed Oil,NSG,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-09 13:42:41,2023-03-06 16:08:23
1014,SAMXPressEV(TM),XPressEV(TM),"Linum Usitatissimum (Linseed) Seed Oil, Canola Oil, Morus nigra Leaf Extract , Pearl Extract.",Water Doctor,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-09 13:53:31,2023-02-09 13:53:31
1015,RCF00077,Coconut & Coffee Flower,Fragrance,Ethoxy Chemicals,2,1500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-09 15:40:33,2024-03-13 17:57:18
1016,RCF00072,Warm Vanilla Sugar,Fragrance,The Myth,2,2500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-09 15:41:22,2024-03-13 17:56:44
1017,RC00J002,JD Jojoba Colorless Odorless Oil,Simmondsia chinensis (Jojoba) seed Oil,Namsiang,2,1100.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-09 15:45:15,2024-03-12 14:22:37
1018,SAMCAPIXYL,Capixyl(TM),"Butylene Glycol, Aqua, Dextran, Acetyl Tetrapeptide-3, Trifolium Pratense (Clover) Flower Extract",Bestra,3,32000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,17,1,2023-02-09 17:58:06,2024-08-23 13:26:33
1019,LAB00007,Cosllary 007,"CI 77891, Isopropyl Myristate, CI 77492, CI 77491, Isononyl Isononanoate, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Silica, CI 77499, Mineral Oil, Styrene/Butadiene Copolymer.",Water Doctor,3,2500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-10 13:22:39,2024-03-08 10:02:07
1020,RC00B015,BioectoBIOECTO (Bioecto™️ Ectoine),Ectoin,Aumento,2,42000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-10 13:28:10,2024-03-08 13:35:24
1021,RC00C055,CASTOR OIL,Ricinus Communis (Castor) Seed Oil,Namsiang,2,155.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-13 10:21:27,2025-09-09 13:50:10
1022,SAMGROWTH,GROWTH Oloactif,"Helianthus Annuus (Sunflower) Seed Oil, Polyglyceryl-3 Diisostearate, Carthamus Tinctorius (Safflower) Flower Extract , Hibiscus Sabdariffa Flower Extract",Summit,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-13 10:23:41,2023-02-13 10:23:41
1023,RC00R011,Refined Glycerine 99.5% in HDPE,Glycerin,Thai Glycerine,2,75.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-14 09:49:11,2024-03-13 09:51:44
1024,SAMSKY0360,SKY 0360,"Amodimethicone, Cetrimonium Chloride, Trideceth-12",Ethoxy Chemicals,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-15 15:19:03,2023-02-15 15:19:03
1025,SAMHaircoat,Haircoat,"Decamethylcyclopentasiloxane , dimethylpolysiloxane",บ้านกิจโชค,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-15 15:30:23,2023-02-15 15:30:23
1026,RCFChanelChance,Chanel Chance,Fragrance,Ethoxy Chemicals,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-15 15:45:33,2023-05-31 17:15:32
1027,SAMSangmodan,Sangmodan(GOL)-RSPO,"Caprylic/Capric Triglyceride, Sophora Flavescens Root Extract, Capsicum Annuum Fruit Extract, Lycium Chinense Fruit Extract, Camellia Sinensis Leaf Extract, Angelica Gigas Root Extract, Angelica Dahurica Root Extract , Rubus Coreanus Fruit Extract, Morus Alba Root Extract, Pinus Palustris Leaf Extract, Lithospermum Erythrorhizon Root Extract , Polygonum Multiflorum Root Extract",Colossal,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-16 10:47:46,2023-02-16 10:47:46
1028,SAMHA-120,Cosroma HA 120W,Sodium Hyaluronate,บ้านเคมี,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-16 11:21:04,2023-02-16 11:21:04
1029,RC00T034,(T20) Polyoxyethylene (20) Sorbitan Monolaurate,Polysorbate 20,Catalite,2,300.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-16 11:26:44,2025-06-26 09:42:09
1030,SAMSTRAWBERRYRED,FOOD COLOR STRAWBERRY RED,,ฮงฮวด,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-16 11:28:36,2023-02-16 11:28:36
1031,SAMBLUESOLAR,BLUE SOLAR,CI 42090,ฮงฮวด,2,493.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,2,2023-02-16 11:29:20,2025-03-25 16:20:29
1032,SAMSEPIMAX,SEPIMAX(TM) ZEN,Polyacrylate Crosspolymer-6,Chemico,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-17 16:27:00,2023-02-17 16:27:00
1033,RC00I013,ISONONYL ISONONANOATE,Isononyl Isononanoate,Water Doctor,2,380.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-18 09:48:51,2024-09-10 13:09:25
1034,RC00S061,SUNSPHERE(R) H-53,Silica,Chemico,2,2000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-18 09:57:01,2024-03-13 10:45:51
1035,SAMRM-PRP100,RM-PRP100,"Polyhydroxystearic Acid, Lecithin, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate",Chemsources,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-18 10:46:20,2023-02-18 10:46:20
1037,RC00L018,LZ6283W (MOCHA),"Titanium Dioxide, Iron Oxide, Alumina, Triethoxycaprylyl Silane, Dimethicone",Chemsources,2,2300.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-18 11:02:36,2024-03-12 14:52:26
1038,RC00E016,Emulium Delta MB,"Cetyl Alcohol, Glyceryl Stearate, PEG-75 Stearate, Ceteth-20, Steareth-20",PC Intertrade,2,900.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-18 11:49:52,2024-04-09 11:26:58
1039,samkopcolate,kopcolate,Potassium Thioglycolate,Alphatecth,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-18 11:51:22,2023-02-18 11:51:22
1040,samurea,urea,urea,จันทร์เจ้า,3,450.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-18 11:53:57,2025-08-22 14:26:22
1041,RCF00069,Pheromone For Her,Fragrance,P.T. Advance,3,2000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,1,1,2023-02-20 13:33:24,2024-03-13 17:56:29
1042,SAMSummerBikini,Summer Bikini,Fragrance,VITA,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-21 09:27:03,2023-02-21 09:27:03
1043,SAMEumulginSG,Eumulgin SG,Sodium Stearoyl Glutamate,Catalite,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-21 11:31:27,2023-02-21 11:31:27
1044,SAMEMULGADE,EMULGADE SUCRO PLUS,"Sucrose Polystearate, Cetyl Palmitate",Catalite,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-21 14:43:43,2023-02-21 14:43:43
1045,SAMHydrolite5Green,Hydrolite 5 Green,Pentylene Glycol,Bronson,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-22 09:35:10,2023-02-22 09:35:10
1046,RCFAmberTouch,Amber Touch,Fragrance,VITA,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-02-22 09:57:51,2023-05-31 17:14:12
1047,SAMOrangeFlavour,Orange Flavour : กลิ่นผสมอาหารส้ม,Flavour,กรุงเทพเคมี,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-23 09:43:37,2023-02-23 09:43:37
1048,SAMSEPINOV(TM) EMT 10,SEPINOV(TM) EMT 10,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Chemico,3,2200.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-24 15:45:21,2025-07-16 11:00:18
1049,SAMFresh Strawberry Flavor,Fresh Strawberry Flavor,Fresh Strawberry Flavor,จันทร์เจ้า,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-24 15:55:33,2023-02-24 15:55:33
1050,RCFChocolate Flavour,Chocolate Flavour,Flavour,กรุงเทพเคมี,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-24 15:58:50,2023-05-31 17:17:07
1051,RCFAlmondMilk,Almond Milk,Fragrance,Aromatic,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-02-24 16:05:43,2023-05-31 15:13:55
1052,SAMX-EGCG,Imdermalab(R) X-EGCG,"Maltodextrin, Mannitol, Epigallocatechol Gallate, sh-Decapeptide-5 SP",Imdermalab,3,40000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-27 09:57:48,2024-12-04 10:17:02
1054,SAMCocoGlucoside,Coco Glucoside,Palm Kernel/Coco Glucoside,Hansa,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-28 14:57:40,2023-06-07 15:14:15
1055,SAMKobogelPMLight,Kobogel PM Light,"Titanium Dioxide, Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Isododecane, Isohexadecane , Lecithin, Polyhydroxystearic Acid , Ethylene/Propylene/styrene Copolymer, Butylene/Ethylene/Styrene Copolymer, Isopropyl Titanium Triisostearate",Chemico,3,2600.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-28 15:44:24,2025-07-16 11:38:20
1056,SAMKobogelPMmedium,Kobogel PM Medium,,Chemico,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-28 15:45:01,2023-02-28 15:45:01
1057,SAMDIDW 70 BFS,DIDW 70 BFS (สีดำ),,Chemico,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-28 15:47:38,2023-02-28 15:47:38
1058,SAMDIDW55 YFS,DIDW55 YFS (สีเหลือง),,Chemico,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-02-28 15:48:19,2023-02-28 15:48:19
1059,SAMPentalide,Pentalide,Fragance,NSG,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,21,1,2023-03-06 10:10:18,2023-03-06 10:10:18
1060,SAMGranactiveAcne,Granactive Acne,"Aqua, Butylene Glycol, Oryza Sativa (Rice) Bran Extract, Boswellia Serrata Resin Extract, Honey Extract, Oligopeptide-10, Phenoxyethanol, Sodium Benzoate",IMCD,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-03-06 11:43:04,2023-03-06 11:43:04
1061,SAMSUNSPHERE(R)H-51,SUNSPHERE(R) H-51,Silica,Chemico,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-03-06 13:37:08,2023-03-06 13:37:08
1062,SAMTospearl3000A,Tospearl 3000A,Polymethylsilsesquioxane,Chemico,3,1.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-03-06 16:50:24,2024-06-04 11:57:19
1063,RC00P031,Pollustop,Biosaccharide Gum-4,Yoniso Chemicals,2,4700.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,19,1,2023-03-07 14:48:39,2024-03-13 09:46:22
1065,samVCOS,VCOS,"Ascorbyl Tetraisopalmitate, Tetrahexyldecyl Ascorbate",Bronson,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-07 15:19:59,2023-03-07 15:19:59
1066,SAMCosllary118R,Cosllary 118R,Color,Water Doctor,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-07 15:33:36,2023-06-07 10:43:15
1068,SAMCreasperseUVB,Creasperse(R) UVB AF 50,"Titanium Dioxide, Hydrogenated Polydecene, Alumina, Stearic Acid, Polyhydroxystearic Acid",Bestra,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-07 16:20:50,2023-06-07 15:22:13
1069,RMT00021,ผงชะเอมเทศ,GLYCYRRHIZA URALENSIS ROOT EXTRACT,จักรวรรดิสมุนไพร,2,1.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 14:34:21,2024-04-25 11:04:12
1070,SAMผงแก้วมังกร,ผงแก้วมังกร,ผงแก้วมังกร,Zippysoup,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 14:44:48,2023-05-31 15:43:43
1071,SAMผงกระเจี๊ยบ,ผงกระเจี๊ยบ,ผงกระเจี๊ยบ,สมุนไพรท่าพระจันทร์,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 14:50:37,2023-03-09 14:50:37
1072,SAMCornStarchPowder,Corn Starch Powder,Corn Starch Powder,กรุงเทพเคมี,3,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 14:55:17,2023-06-07 10:43:58
1073,RMT00012,ผงทานาคา,LIMONIA ACIDISSIMA BARK POWDER,จักรวรรดิสมุนไพร,2,1.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 14:56:41,2024-04-25 11:15:13
1074,RCF00085,TS32270 PINK BERRIRS,Fragrance,De Roma,2,1450.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 15:05:43,2024-12-11 17:44:42
1075,RCF00101,TS29950 Aroma Tea LLF,Fragrance,De Roma,2,1350.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 15:10:45,2024-04-09 11:24:33
1076,RMT00022,CENTELLA ASIATICA ใบบัวบกผง,CENTELLA ASIATICA LEAF POWDER,จักรวรรดิสมุนไพร,2,175.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 15:36:33,2025-01-06 16:16:28
1077,RMT00023,MANGOSTEEN PEEL เปลือกมังคุดผง,GARCINIA MANGOSTANA PEEL POWDER,จักรวรรดิสมุนไพร,2,150.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 15:37:30,2025-01-06 16:18:56
1078,RMT00024,ไพล (ผง),ZINGIBER CASSUMUNAR ROOT POWDER,จักรวรรดิสมุนไพร,2,1.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,20,1,2023-03-09 15:39:22,2024-04-25 11:04:16
1079,RMSNJ00003,JB COCOA POWDER JB350-11 (REDDISH BROWN),Cocoa powder,Winner Group,2,0.0,บริษัท ออกานิกส์ อินโนเวชั่นส์ จํากัด,3,1,,20,1,2023-03-09 15:48:14,2025-01-13 11:46:15
