rd_formula_id,product_details_id,rd_formula_detail,user_name_th,user_name_en,rd_formula_version,rd_formula_version_text,rd_formula_ref,rd_formula_main,rdf_percent_plus_price,month_number,year_number,rd_formula_date,sts_note,user_name_action,mf_sts,document_statuses_id,users_id,record_status,created_at,updated_at,product_name,customer_name,sale_data,company_data,companies_id,rd_project_amount,rd_units_id,brief_server,project_brieft_heads_id,project_no,ccode,fg_code,quantity,rdf_good_quantity,retain,loss,batch_count,codination_id
RDF2305050,39,"รับงานวันที่  : 26/11/65
กำหนดส่ง : 10/12/65
ปรับ : • เป็นกึ่งเจลใส มีฟองเล็กน้อย กลิ่นธรรมชาติ ล้างออกง่าย ไม่ทำให้ผิวแห้ง แต่ผิวยังคงความชุ่มชื้น
- Organic and Natural Ingredients
- No Harmful Ingredients
- No : Mineral Oil, Colorant, Petroleum, GMO 
Synthetic,Retinol ,Paraben ,Silicone ,Alcohol 
Retinol ,Phthalates , Polysorbate 
Animal Test ,Steroids,Harsh Chemical ,PEG 
Polycyclic ,Musks
- No Perfume
- No Silicone
- No Preservative
- Active ทุกตัวต้องมีงานวิจัยรองรับ และสามารถเอางานวิจัยมาอ้างอิง",,Thidapon  Kliangrot,0,1,,RDF2305050,20,5.0,2023.0,05/17/2023,,Thidapon  Kliangrot,0,2,21,1,2023-05-17 18:13:49,2023-05-17 18:13:51,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305051,625,เนื้อโอเคแล้ว ขอปรับเรื่องกลิ่นให้เหม็นยาแรงน้อยกว่านี้ค่ะ,,Charinthip Thawisirisap,0,2,,RDF2305051,20,5.0,2023.0,05/17/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-17 18:18:30,2023-06-21 15:05:03,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305052,557,STD-FOUN-F01,,Thatsanawaree Kotwong,0,1,,RDF2305052,20,5.0,2023.0,05/18/2023,,Thatsanawaree Kotwong,0,2,17,1,2023-05-18 11:22:41,2023-06-21 13:41:11,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305053,558,STD-FOUN-F02,,Thatsanawaree Kotwong,0,1,,RDF2305053,20,5.0,2023.0,05/18/2023,,Thatsanawaree Kotwong,0,2,17,1,2023-05-18 11:47:53,2023-06-21 13:41:21,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305054,543,STD-SUN-F01,,Warisara Na Chiangmai,0,1,,RDF2305054,20,5.0,2023.0,05/18/2023,,Thidapon  Kliangrot,0,2,21,1,2023-05-18 11:50:53,2023-07-25 11:24:41,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305055,559,STD-LIFT-F01,,Thatsanawaree Kotwong,0,1,,RDF2305055,20,5.0,2023.0,05/18/2023,,Thatsanawaree Kotwong,0,2,17,1,2023-05-18 11:54:11,2023-06-21 13:40:25,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305056,561,STD-BUBM-F01,,Thatsanawaree Kotwong,0,1,,RDF2305056,20,5.0,2023.0,05/18/2023,,Thatsanawaree Kotwong,0,2,17,1,2023-05-18 14:46:36,2023-06-21 13:40:06,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305057,531,STD-CLEN-F01,,Thatsanawaree Kotwong,0,1,,RDF2305057,20,5.0,2023.0,05/18/2023,,Thatsanawaree Kotwong,0,2,21,1,2023-05-18 15:10:47,2023-05-24 09:02:59,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305058,476,ส่งตัวอย่าง Skin Sista สูตร7 Tone Up,,Thidapon  Kliangrot,1,2,RDF2305042,RDF2305042,20,5.0,2023.0,05/17/2023,,Thidapon  Kliangrot,0,2,21,1,2023-05-18 16:51:33,2023-05-18 16:58:53,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305059,230,"เอาสูตร3 มาใส่ allium cepa เพิ่มในสูตร (ใส่มากกว่าสารกันเสีย)

ที่เหลือ เหมือนสูตร3ทุกประการ",,Thatsanawaree Kotwong,0,4,,RDF2305059,20,5.0,2023.0,05/18/2023,,Charinthip Thawisirisap,0,2,17,2,2023-05-18 17:58:00,2023-10-30 17:48:41,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305060,629,แทนสูตรเดิมที่ยกเลิก,,Thatsanawaree Kotwong,0,1,,RDF2305060,20,5.0,2023.0,05/19/2023,,Admin,1,3,17,1,2023-05-19 10:29:29,2023-05-29 09:31:25,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305061,630,สูตรที่ม๊าคอนเฟิม,,Thatsanawaree Kotwong,0,3,,RDF2305061,20,5.0,2023.0,05/19/2023,,Thatsanawaree Kotwong,0,1,25,2,2023-05-19 11:23:38,2023-09-07 09:10:25,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305062,139,"ปรับเนื้อ Benchmark : Foresta น้องชมพู
ไม่ทิ้งความมัน รู้สึกบางเบา
Vegan & Organic 
Active >> AOX ~ Calming ~ Acne",,Warisara Na Chiangmai,0,5,,RDF2305062,20,5.0,2023.0,05/19/2023,,Warisara Na Chiangmai,1,2,20,1,2023-05-19 16:16:00,2023-07-03 14:19:40,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305063,383,"แปะ Label สูตร1 
ปรับสูตรตามนี้ค่ะ
Antioxidant
AA2G 5%
Fullerene 0.1%
EGCG 2%

Antiinflam
PORTULACA 3%
Dipotassium glycyrrhizate 1%
Ectoin 2%
EGF 3%

Antisebum
Nelupure 1.5%

Preservative&Humectant อื่นๆ ตามสมควรครับ
เนื้อ serum",,Charinthip Thawisirisap,0,2,,RDF2305063,20,5.0,2023.0,05/22/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-22 13:59:06,2023-06-21 15:05:57,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305064,330,"ลดเรื่อง recrystallization ของเนื้อ 
ไม่ให้เนื้อเกิดการจับตัวกันเป็นก้อน",,Charinthip Thawisirisap,0,3,,RDF2305064,20,5.0,2023.0,05/22/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-22 15:06:13,2023-06-21 15:11:33,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305065,605,"ปรับเป็นสีแดง ตามรูป
https://drive.google.com/file/d/1dTEPYV-SKYuE_bGp-KEGF8ozYsyaxfug/view?usp=drivesdk",,Warisara Na Chiangmai,0,3,,RDF2305065,20,5.0,2023.0,05/23/2023,,Warisara Na Chiangmai,0,1,20,0,2023-05-23 10:03:52,2023-06-23 11:49:43,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305066,605,"ปรับเป็นสีแดง ตามรูป
https://drive.google.com/file/d/1dTEPYV-SKYuE_bGp-KEGF8ozYsyaxfug/view?usp=drivesdk",,Warisara Na Chiangmai,0,3,,RDF2305066,20,5.0,2023.0,05/23/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-23 10:03:53,2023-06-13 11:20:23,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305067,466,https://drive.google.com/file/d/1F8fajzpFFp4CNCfnAVYmgitV9d37qK5e/view,,Thidapon  Kliangrot,0,2,,RDF2305067,20,5.0,2023.0,05/23/2023,,Thidapon  Kliangrot,0,2,21,1,2023-05-23 10:23:01,2023-05-23 10:23:03,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305068,349,เหมือนสูตรที่ 2 + เพิ่ม symsitive,,Thidapon  Kliangrot,0,3,,RDF2305068,20,5.0,2023.0,05/23/2023,,Thidapon  Kliangrot,0,2,21,1,2023-05-23 11:13:11,2023-07-07 14:42:07,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305069,275,ปรับต่อจากสูตร 3 คุณสมบัติทุกอย่างเหมือนเดิม + Blue Tansy Oil ให้เนื้อเป็นสีฟ้า,,Thatsanawaree Kotwong,0,4,,RDF2305069,20,5.0,2023.0,05/23/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-23 11:58:55,2023-06-21 15:06:21,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305070,650,-,,ทัศนวรี  โคตรวงศ์,0,1,,RDF2305070,20,5.0,2023.0,05/24/2023,,Thatsanawaree Kotwong,1,3,19,1,2023-05-24 15:50:49,2024-06-12 11:42:27,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305071,594,"Hybrid sunscreen
ขึ้นสูตร1 
concept
1.เนื้อใยไหม
2.SPF50+ PA++++
3.ป้องกัน UVA/UVB/Blue light/IR
4.ใช้ได้ทุกสีผิว ไม่วอก ไม่เทา
5.No silicone 
เนื้อ : เนื้อใยไหม
Target : ทุกสีผิว
Price : -
กลิ่น : ไม่เเต่งกลิ่น
Benchmark: Rachi
Active: 
1.Neutrazen Claim TM
2.Protection-P Claim TM
3.Blue Oleoactif Claim TM",,Warisara Na Chiangmai,0,1,,RDF2305071,20,5.0,2023.0,05/25/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-25 09:21:24,2023-05-25 13:44:27,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305072,489,บรีฟตามรูปที่แนบค่ะ,,Charinthip Thawisirisap,0,1,,RDF2305072,20,5.0,2023.0,05/25/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-25 11:01:26,2023-06-12 09:45:42,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305073,375,"ปรับสูตร 4 
- เนื้อมีความเหลวประมาณสูตร3 เนื้อสบายผิวดี 
ทาแล้วซึมลงผิวได้ดี เเต่อยากให้เพิ่มความชุ่มชื้น
- ปรับให้เนื้อครีมขาวทึบขึ้นอีก
(*เเนบรูปมาให้ในbrief)
-เพิ่มความชุ่มชื้นให้มากขึ้นอีก",,Warisara Na Chiangmai,1,4,RDF2304079,RDF2304079,20,4.0,2023.0,05/25/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-25 16:08:52,2023-05-25 16:12:20,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305074,376,"ปรับสูตร 3
ปรับเรื่องเนื้อ+สีของกันเเดด
-ปรับลดเรื่องความเหนียวลง ให้เกลี่ยง่ายขึ้น ซึมไวมากขึ้น
-ปรับลดความขาวฟ้าระหว่างทาลง 
-ปรับลดความโทนอัพลง เหลือ 0.5% ตามที่เคยคุยมาลองดูก่อน
-เพิ่มประสิทธิภาพการกันเหงื่อ (Film formerบางๆ)
*มีfeedback ลูดค้าเเนบมาด้วย",,Warisara Na Chiangmai,1,3,RDF2304075,RDF2304075,20,4.0,2023.0,05/25/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-25 16:13:11,2023-06-15 14:27:17,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305075,275,"ปรับต่อจากสูตร 3 คุณสมบัติทุกอย่างเหมือนเดิม + Blue Tansy Oil (แค่เครมแล้วแต่งสีฟ้าให้เท่ากับสูตร 4)
***ราคาอยากได้เท่าสูตร 2***
ราคาที่เซลล์ขาย
-ราคา100ml
3000/90฿
5000/87฿
10000/85฿
30000/82฿",,Charinthip Thawisirisap,0,4.1,,RDF2305075,20,5.0,2023.0,05/25/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-25 18:10:59,2023-06-21 14:58:55,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305076,604,"เอาสูตร2มาเปลี่ยนแค่เรื่องสี
ให้เป็นสีแดง เหมือนรูปนี้
https://drive.google.com/file/d/1-B_-pKfnwnLQHinCt3nAdAgAKx_s-jky/view?usp=drivesdk",,Charinthip Thawisirisap,0,3,,RDF2305076,20,5.0,2023.0,05/26/2023,,Charinthip Thawisirisap,0,2,17,2,2023-05-26 10:22:37,2023-10-11 13:55:15,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305077,631,"ส่งเทสเตอร์ให้ลูกค้า2สูตร 
*สูตรละ2ลิตร*
-สูตรที่โรงงานมี >>> ใช้น้ำยาล้างจานที่บ้านกิจโชคทำส่ง
-สูตรเหมือนซัลไลท์",,Thidapon  Kliangrot,0,1,,RDF2305077,20,5.0,2023.0,05/26/2023,,Thidapon  Kliangrot,0,2,21,2,2023-05-26 17:40:05,2023-07-12 09:42:30,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305078,415,"- ปรับสูตร3
เอาสูตร 2 มาปรับเนื้อต่อ ลดความเหนอะหนะ เหนียวหน้าระหว่างวัน ใน finish look ให้น้อยกว่าสูตร2",,Thidapon  Kliangrot,0,3,,RDF2305078,20,5.0,2023.0,05/26/2023,,Thidapon  Kliangrot,0,2,20,2,2023-05-26 17:49:14,2024-02-22 14:55:18,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305079,578,"ขึ้นสูตร1 (02/05/23)
• ครีมกำจัดขน สูตรอ่อนโยน
• กลิ่นหอมอ่อนๆ ไม่ฉุน
• พร้อมปรับผิวให้ขาวขึ้น
• ชะลอการเกิดเส้นขนใหม่
• ไม่เจ็บ - ไม่แสบ - ไม่เป็นตอ
ราคาMass 
เตรียมส่งตัวอย่าง",,Thidapon  Kliangrot,0,1,,RDF2305079,20,5.0,2023.0,05/26/2023,,Thidapon  Kliangrot,0,2,21,1,2023-05-26 17:58:47,2023-05-26 17:59:32,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305080,323,ปรับต่อจากสูตร 7 ตัวที่ SPF50 pa++++ ปรับไม่ให้มีเหมือนขี้ไคลหลุดออกมา ตอนทาซ้ำ และตอนก่อนซึมถ้าทาซ้ำ จะเป็นขี้ไคลหลุดออกมา,,Charinthip Thawisirisap,0,8,,RDF2305080,20,5.0,2023.0,05/29/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-29 10:13:37,2023-06-14 09:55:27,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305081,229,"• เนื้อเจล บางเบา เหมาะกับคนผิวมัน เป็นสิว ผิวแพ้ง่าย
• ไม่มีน้ำหอม แอลกอฮอล์ ซิลิโคน
• ปราศจากสาร OMC 
• วีแกน ไม่มีส่วนผสมจากสัตว์
• ผลทดสอบต้องผ่าน in vivo
• ใช้สารแอคทีฟเดียวกับ กันแดด Physical
สารแอคทีฟ
- Camellia Sinensis Leaf Water
- Licochalcone A 
- Portulaca Oleracea Extract
- *** สารสกัดเหมือนกันแดด physical สูตรที่ 4 ***",,Warisara Na Chiangmai,1,1,RDF2302003,RDF2302003,20,2.0,2023.0,02/01/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-29 11:30:27,2023-06-13 11:13:37,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305082,372,ปรับต่อจากสูตร 2 ลดความโทนอัปหลังทาลงอีก 1-2 ระดับ,,Warisara Na Chiangmai,0,3,,RDF2305082,20,5.0,2023.0,05/29/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-29 11:46:25,2023-05-29 11:46:27,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305083,503,"บรีฟ
https://drive.google.com/file/d/14XcbzhOMrJ5xcbFPC0hH1_n8mf2PVjyR/view?usp=drivesdk",,Charinthip Thawisirisap,0,2,,RDF2305083,20,5.0,2023.0,05/29/2023,,Charinthip Thawisirisap,0,2,17,1,2023-05-29 17:18:03,2023-06-13 11:11:10,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305084,666,-,,ธิดาพร  เกลี้ยงรส,0,2,,RDF2305084,20,5.0,2023.0,05/30/2023,,Thidapon  Kliangrot,1,2,21,1,2023-05-30 16:32:03,2023-06-02 14:28:30,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305085,320,https://drive.google.com/file/d/1kLqsdDuZ8NtC2GM4Ohb9QboULdnUaC8F/view?usp=drivesdk,,Warisara Na Chiangmai,1,3,RDF2304031,RDF2304031,20,4.0,2023.0,04/18/2023,,Warisara Na Chiangmai,0,2,20,2,2023-05-30 17:39:03,2023-10-27 15:20:12,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305086,465,https://drive.google.com/file/d/1O5BreA5PBSRUNDMCvIt8I1MuXPXJvnrI/view?usp=drivesdk,,Warisara Na Chiangmai,1,2,RDF2304023,RDF2304023,20,4.0,2023.0,04/12/2023,,Warisara Na Chiangmai,0,2,20,2,2023-05-31 09:04:15,2023-08-11 10:52:49,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305087,465,เอาสูตร2 มาปรับแค่เรื่องสีให้เข้มขึ้น เหมือน BM มากกว่านี้,,พงศ์ธนา  คำปัญโญ,2,3,RDF2305086,RDF2304023,20,4.0,2023.0,04/12/2023,,Warisara Na Chiangmai,1,3,22,1,2023-05-31 09:09:01,2023-08-11 10:52:49,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305088,419,"เอาสูตร1 มาปรับเรื่องกลิ่น ให้เหมือน
อาจจะเป็นกลิ่น Tanaka+Rose",,Warisara Na Chiangmai,1,2,RDF2304030,RDF2304030,20,4.0,2023.0,05/31/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-31 11:27:33,2023-05-31 11:35:58,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305089,364,"ปรับต่อจากสูตรที่ 4 
สารสกัดในสูตรที่ต้องการ : กาแฟ โกโก้ ชะเอมเทศ บัวบก  มังคุด ขมิ้น อัลมอนด์ ข้าวโอ๊ต",,Warisara Na Chiangmai,1,5,RDF2303016,RDF2303016,20,3.0,2023.0,05/31/2023,,Warisara Na Chiangmai,0,2,20,2,2023-05-31 11:37:05,2023-12-08 13:09:16,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305090,152,Benchmark : Reconence Skin Conditioning ขอเห็นผลขาวกว่า,,Admin,1,1,RDF2212062,RDF2212062,20,12.0,2022.0,12/13/2022,,Admin,0,1,20,0,2023-05-31 11:54:12,2023-06-29 17:20:21,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305091,454,"blush เนื้อ tint ที่มีความฉ่ำเล็กน้อย ทาแล้วให้ฟีลผิวสุขภาพดี สีไม่จัดเกินไป
สี Cherry
เนื้อ : tint ที่มีความฉ่ำเล็กน้อย 
 สี : ส้ม, ชมพูอมแดง
Target :
กลิ่น : แนว Aqua แบบสดชื่นๆน้ำๆ หอมอ่อนๆ (แต่งให้ลูกค้าเลือก 2 กลิ่น)
*** ใช้กลิ่นเดียวกันทั้ง 3 Product ***

1.ค่าพัฒนาสูตร+จดอย 5,000฿

2.ราคาเนื้อ+บรรจุ
สูตร1
3000/45
5000/42
10000/40
ปริมาณสุทธิ 10 g",,Warisara Na Chiangmai,1,1,RDF2305019,RDF2305019,20,5.0,2023.0,05/04/2023,,Warisara Na Chiangmai,0,1,20,0,2023-05-31 11:56:10,2023-06-13 11:11:57,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305092,454,"สีผ่านแล้ว ปรับเพิ่มจากสูตรที่ 1 +เพิ่มความชุ่มชื้น+ปรับเนื้อให้มีความ tint มากกว่านี้ค่ะ
***ขอตัวอย่าง 2 ชุด",,Warisara Na Chiangmai,2,2,RDF2305091,RDF2305019,20,5.0,2023.0,05/04/2023,,Warisara Na Chiangmai,0,2,19,0,2023-05-31 11:57:15,2023-05-31 17:49:35,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305093,454,"สีผ่านแล้ว ปรับเพิ่มจากสูตรที่ 1 +เพิ่มความชุ่มชื้น+ปรับเนื้อให้มีความ tint มากกว่านี้ค่ะ
***ขอตัวอย่าง 2 ชุด",,Warisara Na Chiangmai,3,2,RDF2305092,RDF2305019,20,5.0,2023.0,05/04/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-31 13:11:20,2023-05-31 13:13:22,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305094,362,"ปรับต่อจากสูตร 5  (ทุกอย่างเหมือนเดิม) 
สารสกัดที่ต้องการ : ผงแก้วมังกร/กระเจี๊ยบ/ว่านหางจระเข้/ซากุระ/เพิ่มผงเบอร์รี่/Allantoin
กลิ่น : ชาหอมๆ",,Warisara Na Chiangmai,1,6.1,RDF2304005,RDF2304005,20,4.0,2023.0,04/05/2023,,Warisara Na Chiangmai,0,1,20,0,2023-05-31 13:14:56,2023-06-13 11:12:36,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305095,362,กลิ่น Fruity Yogurt,,Warisara Na Chiangmai,2,7.2,RDF2305094,RDF2304005,20,4.0,2023.0,04/05/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-31 13:14:59,2023-06-02 11:18:30,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305096,387,ปรับต่อจากสูตร 3 เนื้อ/กลิ่นโอเคแล้ว ปรับให้เบาสบายผิวมากยิ่งขึ้น และลดความมันหลังทา เพราะยังแอบเหนียวหนึบๆอยู่,,Warisara Na Chiangmai,1,4,RDF2304072,RDF2304072,20,4.0,2023.0,05/31/2023,,Warisara Na Chiangmai,0,2,20,1,2023-05-31 13:20:30,2023-07-04 17:20:38,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305097,309,"• ปรับให้เกลี่ยง่ายขึ้น บางเบา ซึมไว
หมายเหตุ : สูตร1พอเกลี่ยสักพักเริ่มหนืดเกลี่ยไม่ไปค่ะ",,Warisara Na Chiangmai,0,2,,RDF2305097,20,5.0,2023.0,05/31/2023,,Thidapon  Kliangrot,0,2,21,1,2023-05-31 13:34:37,2023-08-21 11:28:33,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305098,610,"บอดี้โลชันสูตร std
ใส่สี7สี (พร้อมแนบสารสกัดที่เคลม)
- แดง กุหลาบ ราคา 103 บาท/กิโลกรัม
- เขียวอ่อน กรีนที ราคา 102 บาท/กิโลกรัม
- ชมพู ซากุระ ราคา  136 บาท/กิโลกรัม
- เหลืองอ่อน ดาวเรือง ราคา 102 บาท/กิโลกรัม
- ม่วง บรีทรูท ราคา 106 บาท/กิโลกรัม
- ฟ้าอ่อน blue tansy oil  ราคา 103 บาท/กิโลกรัม
- ขาว Desert milk ราคา 102",,Warisara Na Chiangmai,0,1,,RDF2305098,20,5.0,2023.0,05/31/2023,,Warisara Na Chiangmai,0,2,20,0,2023-05-31 13:51:43,2023-06-29 17:29:48,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305099,657,"สูตร1
concept
เนื้อต้องใช้กับขวดปั๊มโฟมได้
บำรุงเส้นผมให้หนา ดกดำ นุ่มลื่น เเข็งเเรง 
บำรุงหนังศรีษะให้ชุ่มชื่น เเข็งเเรง
pH Balance อ่อนโยนเหมาะกับเด็ก
ไม่ระคายเคืองหนังศีรษะเเละดวงตา
Surface free
No SLS/SLES/Silicone/Paraben/Alcohol/fragrance/color
สารสกัด
สารสกัดจากดอกอัญชัน  >> ไม่ได้ใส่
Rice Ceramide  >>> ใช้ Oligonew 8106
Organic aloe vera
Olivem 1000   >> ใส่แล้วแยกชั้น ตัดออก

*ขอสูตรถูกมากๆ ต้นทุนโลละไม่เกิน200",,Thidapon  Kliangrot,0,1,,RDF2305099,20,5.0,2023.0,05/31/2023,,Thidapon  Kliangrot,0,2,21,2,2023-05-31 17:43:04,2023-10-30 14:48:17,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305100,652,"https://drive.google.com/file/d/1m5G1W0pkQ_WwkbVH6TLRPoq84i_PLMDh/view?usp=drivesdk

Active
ใส่ตัวที่เห็นผลลงไป
ตัวไหนแพง ใส่เคลม
ฝากคุมราคาด้วยครับ",,Thanyanitchawee Sriwaranon,0,1,,RDF2305100,20,5.0,2023.0,05/31/2023,,Thanyanitchawee Sriwaranon,0,2,25,2,2023-05-31 17:50:49,2023-09-08 13:17:08,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2305101,658,"สูตร 1 
concept
เนื้อต้องใช้กับขวดปั๊มโฟมได้
บำรุงผิวให้นุ่ม ชุ่มชื่น เเข็งเเรง
ทำความสะอาดได้ดี 
pH Balance อ่อนโยนเหมาะกับเด็ก
ไม่ระคายเคืองผิวเเละดวงตา
Surface free
No SLS/SLES/Silicone/Paraben/Alcohol/fragrance/color
สารสกัด
Chamomile 
Rice Ceramide >> Oligonew 8106
Organic aloe vera
Cherry Blossom  >> ใส่ผงซากุระ

*ขอสูตรถูกมากๆ ราคาmass ต้นทุนไม่เกินโลละ 200",,Thidapon  Kliangrot,0,1,,RDF2305101,20,5.0,2023.0,05/31/2023,,Thidapon  Kliangrot,0,2,21,2,2023-05-31 17:51:04,2023-11-15 15:25:09,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2306001,426,"ขึ้นสูตร 1
Benchmark : สปาเท้าคุณนาย
สูตรโรงงาน+สารสกัดหรือvitaminที่ช่วยบำรุง",,Thidapon  Kliangrot,0,1,,RDF2306001,20,6.0,2023.0,06/01/2023,,Thidapon  Kliangrot,1,3,4,1,2023-06-01 09:30:01,2023-06-01 09:42:35,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2306002,649,"Active : ตาม benchmark
 เนื้อ : ตามตัวอย่าง
 สี : ไม่แต่งสี เป็นเนื้อครีมสีขาว
Target :
 กลิ่น : No Fragrance ตามตัวอย่าง
 benchmark : https://incidecoder.com/products/round-lab-birch-juice-moisturizing-tone-up-sun-cream-spf50-pa",,Thidapon  Kliangrot,0,1,,RDF2306002,20,6.0,2023.0,06/01/2023,,Thidapon  Kliangrot,0,2,21,1,2023-06-01 11:08:17,2023-06-01 11:08:22,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2306003,603,"ปรับต่อจากสูตร 1 
สารสกัด  SymSitive /Lallskin Hydra/Protection P/Glyceryl Glucoside/Organic Glycerin/Licochalcone (Licorice Root Extract) + InfraGuard (ปกป้องผิวจาก Blue Light)+ Newtrazen/Ceramide Complex
***ลูกค้าโอเคทุกอย่าง เนื้อ สี กลิ่น ฟิวการทา ให้คงไว้เหมือนเดิมค่ะ
51.1 PA++++",,Thidapon  Kliangrot,1,2.2,RDF2305040,RDF2305040,20,5.0,2023.0,05/17/2023,,Thidapon  Kliangrot,0,2,21,2,2023-06-01 11:28:33,2024-01-11 10:27:04,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2306004,584,"ขึ้นสูตร1 Benchmark : Yamana
• สูตรน้ำ / ปั้มโฟม / pH 4
• ทำความสะอาด ฟื้นบำรุง 
• ปรับสมดุล ลดตกขาว กระชับ
• ชะลอการเกิดเส้นขนใหม่
ราคาMass ไม่เกิน40฿
เตรียมส่งตัวอย่าง",,Thidapon  Kliangrot,0,1,,RDF2306004,20,6.0,2023.0,06/01/2023,,Thidapon  Kliangrot,0,2,21,1,2023-06-01 13:11:48,2023-06-01 13:11:50,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2306005,592,ขอตัวอย่าง Cleansing OIl to Foam สูตรที่เป็น Protocol ของโรงงาน 3 ขวดค่ะ,,Thidapon  Kliangrot,0,1,,RDF2306005,20,6.0,2023.0,06/01/2023,,Thidapon  Kliangrot,0,2,21,1,2023-06-01 15:03:11,2023-06-01 15:03:14,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2306006,515,"จำนวน​ 3,000​ ชิ้น​
ปริมาณ​สุทธิ​ 90​กรัม
Benchmark : Gangnam
กลิ่น​ Natural Naomi 
• คอดำหาย ลดกลิ่นตัว รู้สึกเย็นสบายผิว
• ปรับผิวขาว บริเวณที่ดำด้าน โดยเฉพาะคนอ้วน
• ใช้ได้ทุกจุด เช่น คอ ข้อศอก ขาหนีบ รักแร้ 
• เช็ดแล้วคราบดำหลุด ผิวกระจ่างใสขึ้นเลย
ราคา Mass",,Thidapon  Kliangrot,0,1,,RDF2306006,20,6.0,2023.0,06/01/2023,,Thidapon  Kliangrot,0,2,21,1,2023-06-01 17:10:27,2023-06-01 17:10:30,,,,,1,0,0,1,,,,,0,0,0,0,1,
